,Usuario,Tweet
400,7591Dinardo,"RT @BuccinoMariana: EN LA CIUDAD MAS SEGURA DE SUDAMERICA OTRO ASESINATO. EN CHACARITA LOS VECINOS EN @C5N, DONDE SE PUEDE HABLAR, DICEN QU…"
401,Estrell11466139,"@aetchebarne Reiterativa yo@horaciorlarreta POLICIAS GENDARMES,PREFECTURIANOS MEDICOS ENFERMEROS..SON DE OTRAS… https://t.co/WW9Mkmk33Q"
402,Elizabeth_reon,"RT @EnriqueViale: -Árboles frondosos, sanos, que den mucha sombra, son fundamentales para adaptarnos a las -cada vez más recurrentes- olas…"
403,merorebeliones,"RT @EnriqueViale: -Árboles frondosos, sanos, que den mucha sombra, son fundamentales para adaptarnos a las -cada vez más recurrentes- olas…"
404,vourdelak,RT @Rosau2022: Esto solo acá pasa!!! Pero larreta está haciendo campaña. #PaisRoto
405,BlasdeLepanto1,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
406,anagrama34,@lisandroc_ok Toda la vida lo voto a Larreta antes que a ese enfermo mental
407,Lilaleila3,RT @peponila: En el año 2018 @horaciorlarretadijo 👇👇👇Larreta asegura que la policía porteña no usará pistolas eléctricas https://t.co/F1M…
408,Lautibtc,"@HerreroAdam Que flasheas maestro. Si gana Larreta y hace mierda el país, vuelven los K devuelta. Prefiero que con… https://t.co/q3NQCFcCmU"
409,PortalDiarioAR,LaPolíticaOnline | Crisis en Juntos: De Marchi rechaza el pedido de Larreta y no baja su candidautra por afuera… https://t.co/P6r8bGOJcJ
410,litosrojas1,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
411,anonymusvzla14,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
412,Andy_Bs_Aires,"RT @giseladib: @VickyVillarruel @horaciorlarreta Acá está @horaciorlarreta: en los corsos con los que INFECTÓ CABA, tratando de llegar a la…"
413,ElyBsAs,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
414,Dapucha95,@Tobileesch Mi candidta es Bullrich también pero si tengo que votar a Larreta me la voy a bancar. Eso no significa… https://t.co/3x94NdrgXu
415,claumar11,RT @LANACION: Ricardo López Murphy estalló contra los corsos y le pidió a Horacio Rodríguez Larreta que los deje de financiar: “Son utiliza…
416,elviraesalicia1,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
417,lilimon59,"RT @BirmajerOk: Domingo pasado, en avenida Corrientes, en medio de un corso misérrimo, escucho a una murga llamando a votar a CFK y flagela…"
418,ros_calv,RT @GFrondizi: Me pone feliz q larreta sea TT por la gente de jxc enfurecida con el por gastar todo el dinero de los contribuyentes en gira…
419,SergioFDoormann,"@julyanaarduain @DonPabloDeCaba Macri sin mayorías hizo la mitad de los cambios que necesitábamos, Bullrich va por… https://t.co/fHwT2B91zi"
420,FlorCastro167,RT @peponila: En el año 2018 @horaciorlarretadijo 👇👇👇Larreta asegura que la policía porteña no usará pistolas eléctricas https://t.co/F1M…
421,Andy_Bs_Aires,"RT @VickyVillarruel: La ciudad de Buenos Aires sitiada x acampes, piqueteros y extorsionadores de los planes sociales y el jefe de gobierno…"
422,VillordoMaria,RT @peponila: En el año 2018 @horaciorlarretadijo 👇👇👇Larreta asegura que la policía porteña no usará pistolas eléctricas https://t.co/F1M…
423,Frida53659826,RT @karilyyn: @slospennato @mauriciomacri @horaciorlarreta Q protegido está Larreta. Cuándo piensan sacar a los piqueteros de la 9 d Julio.…
424,bibianalaco,"RT @Patrici05400796: El traidor q tenemos en la rosada siempre jugo a dividir, fue y sigue siendo mascota d magneto. El tipo esta perdido y…"
425,118ari,@JoacoMileinnial @DanannOficial Che desconozco si hay amistad o afinidad de algun tipo entre ellos pero la foto es… https://t.co/W3JU2ITYTU
426,RogelioCuadrado,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
427,adalberto_hugo,RT @peponila: En el año 2018 @horaciorlarretadijo 👇👇👇Larreta asegura que la policía porteña no usará pistolas eléctricas https://t.co/F1M…
428,Mariadela32,Larreta asegura que la policía porteña no usará pistolas eléctricas https://t.co/cVI718vYS9 vía @@Letra_P
429,TortaJarillera,"RT @EnriqueViale: -Árboles frondosos, sanos, que den mucha sombra, son fundamentales para adaptarnos a las -cada vez más recurrentes- olas…"
430,punisher_diego,RT @RAMIROMARRA: Los feriados de carnaval son un exceso al ocio inventandos por los kirchneristas  y complementados por Larreta financiando…
431,quemerotucho,"RT @Pampa139: Larreta hace como seis meses que anda por todo el país, el vice de campaña en la provincia de BsAs, el ministro de licencia.…"
432,bccomputer,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
433,ABorches,"RT @Silviaese: Clarisima, como siempre. Tiene lo q le falta a todos los otros, especialmente a Larreta 🥚🥚#EsConPatricia#BullrichPresiden…"
434,Gigi_deGaray,"RT @AG58131400: @slospennato @mauriciomacri @horaciorlarreta No Lospenato,decí la verdad.Larreta para no incomodar a los DH no las compró e…"
435,Frida53659826,RT @COSACO98001769q: @slospennato @mauriciomacri @horaciorlarreta Tengamos muchísimo cuidado al votar candidato de JxC!!!!!LARRETA NO!!!!…
436,Carlos_Stortz,@juanimarinoz @javicaches en ese caso Milei no tendria chances. Milei puede crecer si Larreta es el candidato de JxC
437,ManuKirchnerist,"@rlopezmurphy Si estuviesen vitoreando por Larreta o Milei vos no decias nada, ricardito.LIBERTAD DE EXPRESIÓN. TE SUENA?"
438,NorBeaRom,RT @osvwal: LARRETA DONDE ESTA TU POLICIA.? https://t.co/MKFCioQ96Q
439,resuarez66,"RT @mavilghisi17neg: Santilli te enteraste pelea y muerte en la estación Lacroze, Chacarita. La inseguridad en la Ciudad sigue. Pero cierto…"
440,Frida53659826,RT @MariaMagallan8: @slospennato @mauriciomacri @horaciorlarreta Estoy con Patricia si hay un falló de la Corte porque el tibio de la Larre…
441,bibianalaco,"RT @JuanC88447328: LARRETA YA FALTA POCO POR MAS PLATA QUE PONGAS ,TELLEGA LA HORA ,LADRÓN Y ASESINO!!!!! https://t.co/c1P15qVJkf"
442,nbg__,"RT @_IPNoticias: Internas en Juntos por el Cambio por las Taser: Patricia Bullrich criticó a Horacio Rodríguez Larreta por ""pedir permiso""…"
443,rmdeba,RT @FlorPedrazaa: Como le vas a creer a un Larretahttps://t.co/w4ft7fQye2
444,galez66369888,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
445,MPaulvolcker,@edel_solar Larreta dice que las retenciones están BIEN!Ya veo a la mesa de enlace del campo a los abrazos con ese.
446,mariarosamas49,RT @picheu: Lo voy a decir y acrpto si alguien no esta d acuerdo conmigo NO banco a Larreta me cae horrible cada dia mas el papel q hace es…
447,lauracharo4,"RT @NancynegriNancy: Aquí les mando una foto del carnaval de Jujuy en Purmamarca. Aparecen felices Horacio Rodriguez Larreta, su pareja Mil…"
448,peponila,En el año 2018 @horaciorlarretadijo 👇👇👇Larreta asegura que la policía porteña no usará pistolas eléctricas… https://t.co/hatNNaTxUI
449,SariBarcos,"Mientras Rodríguez Larreta afina su candidatura presidencial, Macri cambió de postura y estira su definiciónhttps://t.co/4kLXZUl4Cx"
450,biancasuad,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
451,Harriet57113404,"Los k ya sabemos lo que son, y que no se les puede creer nada.Pero a mí me surgió otro personaje que está en igual… https://t.co/5uXlONdUZj"
452,marea2804,"RT @BirmajerOk: Domingo pasado, en avenida Corrientes, en medio de un corso misérrimo, escucho a una murga llamando a votar a CFK y flagela…"
453,Andy_Bs_Aires,"RT @VickyVillarruel: Larreta te llena de cortes de calles, murgas espantosas y zurdos q andan vivando a CFK y a los desaparecidos. Y lo hac…"
454,ricaviNeron,RT @un_lago: @slospennato @mauriciomacri @horaciorlarreta No pueden desalojar un piquete con 4 bolivianos. No pueden desalojar la venta ile…
455,mbarroetavena,Estuve en la @TV_Publica conversando sobre la campaña de Larreta y su estrategia de echarle la culpa siempre al kir… https://t.co/twlme0YXLg
456,nac980,"RT @Ojo_Kritico: 🔴Pato Bullrich ""Horacio debe tomar la decisión de usar las Taser. El gobierno siempre va a decir que no. Hay un fallo de l…"
457,victoraevv,"RT @BirmajerOk: Domingo pasado, en avenida Corrientes, en medio de un corso misérrimo, escucho a una murga llamando a votar a CFK y flagela…"
458,Sil58987821,"RT @NancynegriNancy: Aquí les mando una foto del carnaval de Jujuy en Purmamarca. Aparecen felices Horacio Rodriguez Larreta, su pareja Mil…"
459,Marduck24,"RT @VivianaaFerrari: Por culpa de Larreta, los que están con Larreta y los radicales, JxC perderá las elecciones.Guarden este twit."
460,Mar_ce_li_ta_,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
461,MPaulvolcker,@frigeriorogelio @horaciorlarreta Ya les dije a mis primos entrerrianos (gualeguay) que ni en pedo te voten si te alineas a Larreta
462,GrilliMaris,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
463,Frida53659826,"RT @Marsilva_2014: @slospennato @mauriciomacri @horaciorlarreta Que discurso peroncho salir a defender la actitud tibia del progre Larreta,…"
464,HerEmiiliia,RT @Editor_76: La Estación Lacroze se encuentra en el corazón de la Ciudad más segura del mundo (segun Larreta) y más rica (según su presup…
465,GracielaPaggi,"RT @HaydeeA241248: Larreta, su mujer, el EMBAJADOR de EE.UU Stanley y Morales en el Carnaval de Jujuy. ¿Les queda claro en qué equipo juega…"
466,Frida53659826,"RT @AG58131400: @slospennato @mauriciomacri @horaciorlarreta No Lospenato,decí la verdad.Larreta para no incomodar a los DH no las compró e…"
467,roberto13258375,@negritacalita @agarra_pala @JMilei Dale anda y votalo a Sombrilla Larreta ¡¡¡
468,PVintersorg,"RT @BiondiniCesar: Este es el nivel de seguridad que maneja la Policía de la Ciudad. La culpa no es de los uniformados, sino del ladri de L…"
469,SilviaLatorre14,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
470,hbonanata,RT @LPOArg: Crisis en Juntos: De Marchi rechaza el pedido de Larreta y no baja su candidautra por afuera  https://t.co/nESLVsEJJJ
471,Maluro1974,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
472,Sergio62v,"RT @Doctor_Soto: Hace 8 años que la Corte autorizó el uso de las Taser, pero Larreta recién “se animó” a implementarlas el año pasado. Qué…"
473,Sholeta9,"RT @HaydeeA241248: Larreta, su mujer, el EMBAJADOR de EE.UU Stanley y Morales en el Carnaval de Jujuy. ¿Les queda claro en qué equipo juega…"
474,_IPNoticias,"Internas en Juntos por el Cambio por las Taser: Patricia Bullrich criticó a Horacio Rodríguez Larreta por ""pedir pe… https://t.co/jqcsxCijcL"
475,HectorHenryOteg,RT @LANACION: Ricardo López Murphy estalló contra los corsos y le pidió a Horacio Rodríguez Larreta que los deje de financiar: “Son utiliza…
476,Elmer4061,"RT @BirmajerOk: Domingo pasado, en avenida Corrientes, en medio de un corso misérrimo, escucho a una murga llamando a votar a CFK y flagela…"
477,Frida53659826,"RT @Soyungorilamas: @slospennato @mauriciomacri @horaciorlarreta LARRETA ES UN COBARDE Y MANDA AL FRENTE A UNA SOLDADITO, QUE SE ESTÁ POLÍT…"
478,maripea,@marinercuarenta @fabioferrer @horaciorlarreta Para cuando más subterráneos #Larreta … deja de malgastar los impues… https://t.co/P98QP4f5bM
479,SantiClai,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
480,radiodogo,Horacio Rodríguez Larreta candidato: el jefe de Gobierno se saca la culpa y busca romper la inercia https://t.co/pUI94HT0ko
481,inesita64_,RT @huronpatagonico: Cuando la encuesta no la paga Larreta...Ni manda a sus trolls... https://t.co/rPKiZjFT46
482,Frida53659826,"RT @EmilioOlveira: @slospennato @mauriciomacri @horaciorlarreta Y hay fallo de la corte que dice que el gobierno debe pagar. Y la ""paloma""…"
483,Frida53659826,"RT @tucu_mano: @slospennato @mauriciomacri @horaciorlarreta Están bien entrenados los chupa medias de Larreta, saltan al toque"
484,adribatesther,"@Ojo_Kritico Todavia hay descerebrados que votarian a Massa ...que desgracia...buen, votar a Larreta no seria muy d… https://t.co/Ir9mRSDeSy"
485,MadreTi51299805,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
486,Patrici05400796,RT @intisumaj2: El impresentable de Ricardo López Murphy llora por el gasto en Corsos de la Ciudad. Pero no lo vi decir nada por los más de…
487,SubcomandanteJ2,RT @marcelopueIIaok: La represión de Larreta con policías motorizados y balas de goma a los vecinos de Lugano que reclamaban por los cortes…
488,Frida53659826,"RT @edanieco: @slospennato @mauriciomacri @horaciorlarreta Pelea tanto como que la Ciudad ""no tiene un peso"" pero para sumar carguitos tien…"
489,gataofe,RT @CCC_Arg: Otra locura de Larreta para seguir cerrando carriles y que no se pueda transitar más en auto o taxi.
490,pepaalvarezc,"RT @NancynegriNancy: Aquí les mando una foto del carnaval de Jujuy en Purmamarca. Aparecen felices Horacio Rodriguez Larreta, su pareja Mil…"
491,norbalc,"RT @Doctor_Soto: Hace 8 años que la Corte autorizó el uso de las Taser, pero Larreta recién “se animó” a implementarlas el año pasado. Qué…"
492,SariBarcos,Fuerte reacción del larretismo a una frase de Bullrich sobre las Taser: ¿A quién le vas a pedir que use armas prohi… https://t.co/lHaZ3qclwU
493,Frida53659826,"RT @Gigi_deGaray: @slospennato @mauriciomacri @horaciorlarreta No Silvia, según Felipe Miguel recién las compraron hace 2 años. Macri le di…"
494,EldaCabana1954,RT @LANACION: Ricardo López Murphy estalló contra los corsos y le pidió a Horacio Rodríguez Larreta que los deje de financiar: “Son utiliza…
495,JorgeEd68513153,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
496,fermin_paiz,RT @GFrondizi: El q promete un cambio.....no se anima a usar las taser.....Pato fulmino a larreta https://t.co/ZQmBRTyvQ2
497,vamosdejaleo,RT @carolina_moine: @rlopezmurphy Todo lo que ud describe es lo que ama Larreta. Estaría bueno que su partido deje de ser afín al falso líd…
498,Frida53659826,"RT @Gigi_deGaray: @slospennato @mauriciomacri @horaciorlarreta Macri no solo creo la Metropolitana  le dio todo a Larreta, la Federal, recu…"
499,HerEmiiliia,RT @9c8e2f3c52f349f: @FelipeMiguelBA 1 problema de la importación 2 me encanta como la pato apura se dicen democráticos republicana pero p…
500,monicabula,RT @EcosDelMasAca: A Patricia Bullrich la quieren silenciar porque deja al desnudo la inoperancia de Larreta.
501,solorepublicaMM,@josectripode Si el candidato  de jxc es larreta  morales  siiii voto milei
502,DeGorilas,RT @carolina_moine: @rlopezmurphy Todo lo que ud describe es lo que ama Larreta. Estaría bueno que su partido deje de ser afín al falso líd…
503,lelorom1,"RT @HaydeeA241248: Larreta, su mujer, el EMBAJADOR de EE.UU Stanley y Morales en el Carnaval de Jujuy. ¿Les queda claro en qué equipo juega…"
504,regorilas,RT @carolina_moine: @rlopezmurphy Todo lo que ud describe es lo que ama Larreta. Estaría bueno que su partido deje de ser afín al falso líd…
505,resuarez66,"RT @HaydeeA241248: Larreta, su mujer, el EMBAJADOR de EE.UU Stanley y Morales en el Carnaval de Jujuy. ¿Les queda claro en qué equipo juega…"
506,Wchoco_,RT @osvwal: La Justicia ordenó a Larreta que suministre Internet gratuito a los Clubes de Barrio https://t.co/oXC3MCY7EC
507,AnaNolitus,"RT @patoal62: ""Jamás votaría a Larreta"", ojalá  no llegue ese momento. Si llega, a quien votan los que apoyan JxC?🤔 otra vez a las colecto…"
508,Elias56Marta,RT @JuanC88447328: Para Larreta y Santilli!!!!! https://t.co/HM0cLXritO
509,HerEmiiliia,RT @27juancarlos27: @FelipeMiguelBA https://t.co/ytszTPun4a https://t.co/AfH7YJBbQo
510,carolina_moine,@rlopezmurphy Todo lo que ud describe es lo que ama Larreta. Estaría bueno que su partido deje de ser afín al falso… https://t.co/aO16c0jzcD
511,zenozain_carlos,"RT @clarincom: En la previa al lanzamiento de Horacio Rodríguez Larreta, María Eugenia Vidal inaugura su búnker de campaña junto a Mauricio…"
512,0001Cecilia,RT @un_lago: @slospennato @mauriciomacri @horaciorlarreta No pueden desalojar un piquete con 4 bolivianos. No pueden desalojar la venta ile…
513,mamitamdq,"RT @Librepublicanos: Horacio Rodríguez Larreta: ""Que Macri, Morales y Carrió sean candidatos, no pasa nada"". Si pasa, si @mauriciomacri se…"
514,comosicreyera,"RT @EcosDelMasAca: Patricia Bullrich defiende los votos de JxC con uñas y dientes, Larreta se los vende a Massa. ¡No es muy difícil de ente…"
515,ReinaBatata9,RT @intisumaj2: El impresentable de Ricardo López Murphy llora por el gasto en Corsos de la Ciudad. Pero no lo vi decir nada por los más de…
516,polly_tia,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
517,thedjkevon,RT @TonyDecciota: Jajajajajaja kirchnerista alimentado por Larreta. No podía ser de otra manera https://t.co/q3DQ3Ed8aT
518,Wchoco_,RT @intisumaj2: El impresentable de Ricardo López Murphy llora por el gasto en Corsos de la Ciudad. Pero no lo vi decir nada por los más de…
519,CeciliaOlmos_1,"RT @tribatal: @Me_QuieroIr Acá nació el ""ah, pero Larreta..."""
520,EcosDelMasAca,A Patricia Bullrich la quieren silenciar porque deja al desnudo la inoperancia de Larreta.
521,solorepublicaMM,@josectripode Si larreta gana las paso en el #pro si
522,IvesVenier,"RT @BirmajerOk: Domingo pasado, en avenida Corrientes, en medio de un corso misérrimo, escucho a una murga llamando a votar a CFK y flagela…"
523,ricaviNeron,@slospennato @pablowalter @mauriciomacri @horaciorlarreta @PatoBullrich Ya te expusiste. Larreta viene exponiendo s… https://t.co/RSli1nZVfi
524,thedjkevon,RT @TonyDecciota: Estas basuras de izquierda están con el culo en la mano cada vez que una denuncia sobre los delincuentes que nos gobierna…
525,alan89dtom,RT @Gianferreyra_: Plot twist: Se baja ni bien Larreta le diga https://t.co/mxfL5QvGNv
526,Jxcberazategui,RT @GFrondizi: El q promete un cambio.....no se anima a usar las taser.....Pato fulmino a larreta https://t.co/ZQmBRTyvQ2
527,roberto13258375,@AlfredoRondeau @agarra_pala @JMilei Y que tiene que ver eso ?? Dale votalo a Sombrilla Larreta y despues cortate las pelotas ¡¡¡
528,curraovir,RT @GFrondizi: El q promete un cambio.....no se anima a usar las taser.....Pato fulmino a larreta https://t.co/ZQmBRTyvQ2
529,AleDF13,"RT @DboraIsabelCon3: Más patotera no se consigue! Quién podría pensar que éste espécimen bruta, ignorante y violenta podría gobernar un paí…"
530,thedjkevon,RT @TonyDecciota: La otra es un parásito del gobierno nacional y el hermano... AdivinenSí! Nicolás Strok mantiene su inútil existencia gr…
531,Elmer4061,RT @LANACION: Ricardo López Murphy estalló contra los corsos y le pidió a Horacio Rodríguez Larreta que los deje de financiar: “Son utiliza…
532,varelacl,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
533,maitenafirulai,"RT @BirmajerOk: Domingo pasado, en avenida Corrientes, en medio de un corso misérrimo, escucho a una murga llamando a votar a CFK y flagela…"
534,blondiweed,"@opio_de_derecha @salinjavier2016 @fabipa90 Entonces q discutis? Aparte el que salto fuiste vos, defendiendo a los… https://t.co/sme4yLrKOP"
535,Estrell11466139,@fargosi Querido Dr.. Massa hace sombra sobre Larreta...dato..El tiempo me dará la razon
536,pmanr74,RT @RAMIROMARRA: Los feriados de carnaval son un exceso al ocio inventandos por los kirchneristas  y complementados por Larreta financiando…
537,adrian43353832,"RT @JuanC88447328: LARRETA YA FALTA POCO POR MAS PLATA QUE PONGAS ,TELLEGA LA HORA ,LADRÓN Y ASESINO!!!!! https://t.co/c1P15qVJkf"
538,0001Cecilia,RT @crpaoladi: @slospennato @pablowalter @mauriciomacri @horaciorlarreta @PatoBullrich Duelo a machetazos a 40 metros de la Av Corrientes.…
539,emilioperina,RT @LPOArg: 🔴ÚLTIMO MOMENTO | Larreta bajó a De Marchi en Mendoza para acordar con los radicales. https://t.co/zZ0UpL35JR
540,Nieves_2910,"RT @Doctor_Soto: Hace 8 años que la Corte autorizó el uso de las Taser, pero Larreta recién “se animó” a implementarlas el año pasado. Qué…"
541,panunga,RT @JuanC88447328: TE FALTA POCO LARRETA 🚑 https://t.co/CVsvj0IDd6
542,maripea,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
543,picheu,Lo voy a decir y acrpto si alguien no esta d acuerdo conmigo NO banco a Larreta me cae horrible cada dia mas el pap… https://t.co/uYiV7paJiJ
544,susylisi,"RT @BirmajerOk: Domingo pasado, en avenida Corrientes, en medio de un corso misérrimo, escucho a una murga llamando a votar a CFK y flagela…"
545,Patrici05400796,"@varelacl @alferdez @alferdezprensa Alberto es un traidor, juega para ellos, los k no lo vamos a votar ni en pedo.… https://t.co/VT9YKV6xCk"
546,AnaRequejo3,"RT @GustavoPeirano1: EN ""LA CIUDAD MAS SEGURA DE LATINOAMERICA""CACAHAFAZ LARRETA SUSPENDIO LOS CORSOS  EN CABA POR ""FALTA DE SEGURIDAD"" LE…"
547,Olivia7852,@GFrondizi @mariuvidal @horaciorlarreta @PatoBullrich @mauriciomacri La indicada para manejar el país  es… https://t.co/nftsvGVtcV
548,S_R_Zrycki,"RT @BirmajerOk: Domingo pasado, en avenida Corrientes, en medio de un corso misérrimo, escucho a una murga llamando a votar a CFK y flagela…"
549,mabpro_o,"RT @Doctor_Soto: Hace 8 años que la Corte autorizó el uso de las Taser, pero Larreta recién “se animó” a implementarlas el año pasado. Qué…"
550,EElric4,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
551,ggranitos,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
552,diamenrodriguez,RT @infobae: Rodríguez Larreta y Bullrich llegaron a un acuerdo en Mendoza que podría bajar la tensión interna de Juntos por el Cambio | Po…
553,NancynegriNancy,"Aquí les mando una foto del carnaval de Jujuy en Purmamarca. Aparecen felices Horacio Rodriguez Larreta, su pareja… https://t.co/tbPjHsNhyy"
554,clarisima35,"RT @Doctor_Soto: Hace 8 años que la Corte autorizó el uso de las Taser, pero Larreta recién “se animó” a implementarlas el año pasado. Qué…"
555,Frida53659826,RT @un_lago: @slospennato @mauriciomacri @horaciorlarreta No pueden desalojar un piquete con 4 bolivianos. No pueden desalojar la venta ile…
556,LauraLabrador1,RT @GFrondizi: Abro hilo....Siempre me nutro de la historia para comprender el presente ...con analogías y con coincidencias y trasladando…
557,DiarioNeuquino,Rodríguez Larreta y Bullrich llegaron a un acuerdo en Mendoza que podría bajar la tensión interna de Juntos por el… https://t.co/IetrDYXLif
558,roberto13258375,"@sbcacci @agarra_pala @JMilei Entonces votalo a Sombrilla Larreta , ese si que tiene las bolas bien puestas ¡¡¡¡ Andaaaaaaaaa"
559,MoiCapitalista,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
560,solorepublicaMM,@Roberto92604189 @AcostashowJuan Che larreta  era ministro  de de lacrua de q hablas???cero en historia  lo tuyo
561,ia121224,@GFrondizi denuncienlo a Larreta con lanuestra hace negociados
562,Dani4Laco,"@RubenOSalomon @edufei0K en serio? ni aun teniendo un plan de gobierno como dice? entonces me imagino que bullrich,… https://t.co/nBLZHFX8Y2"
563,BoschiWyczynska,RT @infobae: Rodríguez Larreta y Bullrich llegaron a un acuerdo en Mendoza que podría bajar la tensión interna de Juntos por el Cambio | Po…
564,JorgeEduardoD12,"RT @Fiambrolo: 🙌PLANES ""A""Mauricio MacriPato BullrichLópez MurphyCornejo🤷🏼PLAN ""B""Milei🤦🏻NO PLANLarretaLousteau Morales👺ME LA…"
565,GiustozziSusana,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
566,LanteriLataza,RT @Rosau2022: Esto solo acá pasa!!! Pero larreta está haciendo campaña. #PaisRoto
567,turcosinlimites,@CarlosMaslaton Que opina el gran amigo de larreta ( massa) sobre las taser? Conversan del tema cuando comen juntos? Tenes data?
568,limon_don,"@jlespert Larreta se te va a enojar, no tiene financiamiento para robar con las baldozas"
569,faguero,"RT @Ojo_Kritico: 🔴Pato Bullrich ""Horacio debe tomar la decisión de usar las Taser. El gobierno siempre va a decir que no. Hay un fallo de l…"
570,Nordevelop,@ojovisor6666 @NANCYPAZOS El Nespotismo es moneda corriente en todos los partidos tambien paso con el macrismo como la amante de larreta
571,jpiro80,RT @fabioferrer: Autopista de bicicletas Horacio Rodríguez Larreta (@horaciorlarreta). Le sacaron 3 carriles a Libertador para una bicisend…
572,Gabriela_gajo,"RT @Fiambrolo: 🙌PLANES ""A""Mauricio MacriPato BullrichLópez MurphyCornejo🤷🏼PLAN ""B""Milei🤦🏻NO PLANLarretaLousteau Morales👺ME LA…"
573,laboralistas,"Larreta bajó a De Marchi en Mendoza para acordar con los radicales De marchi se ""marchitó""... Le pegaron un ""ta'… https://t.co/j1aymVTUFV"
574,Carmelo94122771,"RT @Papaparatodosy1: La Hilarante y acida ironia de los canticos murgueros,  sobre todo en CABA , molestan sobremanera  la derechosa  sensi…"
575,Luis87793368,RT @ResnicoffMartin: ¿Qué es republicanos Unidos?Es una estafa organizada por Yamil San Tongo y Larreta.Funciona así: López Murphy putea…
576,YASON47A,"RT @Ojo_Kritico: ⚡️López Murphy indignado con Larreta, le pide q deje de financiar a los corsos y murgas porq “Son usados para bajar línea…"
577,verdesamuel,@frigeriorogelio @horaciorlarreta No @frigeriorogelio vas por el lado equivocado Larreta es amigo de Massa es traid… https://t.co/hos4TUioY4
578,ElyBsAs,"@GFrondizi Si es asi, mas vale q renuncie y a Larreta q deje de despilfarrar n/ dinero"
579,Gabriela_gajo,"RT @Ojo_Kritico: 🔴Pato Bullrich ""Horacio debe tomar la decisión de usar las Taser. El gobierno siempre va a decir que no. Hay un fallo de l…"
580,Maria_e_pt,"@GFrondizi LO QUE PASA QUE LARRETA ESTÁ AÑURADO POR POSTULARSE SU AMBICIÓN ES INFINITA Y MMACRI NOO , ES MUCHO MÁS… https://t.co/yZXVb0A8qT"
581,EcosDelMasAca,"Patricia Bullrich defiende los votos de JxC con uñas y dientes, Larreta se los vende a Massa. ¡No es muy difícil de entender!"
582,EElric4,RT @aetchebarne: Si Larreta hace campaña a presidente diciendo que va a poner “austeridad por todos lados”. Tendría que empezar por CABA do…
