long,lat,id,tipo,calle_auto,altura,km,velocidad,direccion_,calle_norm,intersec_1,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.46007,-34.68871,44,CONTROLADOR DE INVASION DE SENDA PEATONAL Y VIOLACION DE LUZ ROJA,Av. Roca y Soldado de la Frontera,0,,0,Av. Roca y Soldado de la Frontera,ROCA AV.,S. DE LA FRONTERA,VILLA LUGANO,8,,
-58.47158,-34.62637,45,CONTROLADOR DE INVASION DE SENDA PEATONAL Y VIOLACION DE LUZ ROJA,Av. Avellaneda y Nazca,0,,0,Av. Avellaneda y Nazca,AVELLANEDA AV.,NAZCA,FLORESTA,7,,
-58.39169,-34.61815,46,CONTROLADOR DE INVASION DE SENDA PEATONAL Y VIOLACION DE LUZ ROJA,Av. Independencia y Av. Entre Rios,0,,0,Av. Independencia y Av. Entre Rios,INDEPENDENCIA AV.,ENTRE RIOS AV,MONSERRAT,1,,
-58.40546,-34.60455,47,CONTROLADOR DE INVASION DE SENDA PEATONAL Y VIOLACION DE LUZ ROJA,Av. Corrientes y Pueyrredon,0,,0,Av. Corrientes y Pueyrredon,CORRIENTES AV,PUEYRREDÓN AV,ALMAGRO,5,,
-58.46021,-34.57828,48,DETECCION DE VIOLACION DE LUZ ROJA,ALVAREZ THOMAS Y AV. ELCANO,0,,0,ALVAREZ THOMAS Y AV. ELCANO,ALVAREZ THOMAS AV.,ELCANO AV.,COLEGIALES,15,,
-58.47814,-34.59109,49,CONTROLADOR DE INVASION DE SENDA PEATONAL Y VIOLACION DE LUZ ROJA,Av. Constituyentes y Barzana,0,,0,Av. Constituyentes y Barzana,CONSTITUYENTES AV,BARZANA,PARQUE CHAS,15,,
-58.38182696,-34.61191242,50,DETECCION DE VIOLACION DE LUZ ROJA,Lima y Moreno,0,,0,LIMA y MORENO,LIMA,MORENO,MONSERRAT,1,,
-58.4606411,-34.68925481,51,DETECCION DE VIOLACION DE LUZ ROJA,Av. Coronel Roca y Soldado de la Frontera,0,,0,"ROCA, CNEL. AV. y SOLDADO DE LA FRONTERA AV.","ROCA, CNEL. AV.",SOLDADO DE LA FRONTERA AV.,VILLA LUGANO,8,,
-58.40815286,-34.59806501,52,VERIFICADOR DE CARRILES,Av. Córdoba y Anchorena,0,,0,"CORDOBA AV. y ANCHORENA, TOMAS MANUEL DE, DR.",CORDOBA AV.,"ANCHORENA, TOMAS MANUEL DE, DR.",RECOLETA,2,,
-58.3881536,-34.59935041,53,VERIFICADOR DE CARRILES,Av. Córdoba y Parana,0,,0,CORDOBA AV. y PARANA,CORDOBA AV.,PARANA,RECOLETA,2,,
-58.41463227,-34.59789407,54,VERIFICADOR DE CARRILES,Av. Córdoba y Billinghurst,0,,0,CORDOBA AV. y BILLINGHURST,CORDOBA AV.,BILLINGHURST,RECOLETA,2,,
-58.3987286,-34.59975615,55,VERIFICADOR DE CARRILES,Av. Córdoba y Uriburu,0,,0,"CORDOBA AV. y URIBURU JOSE E., PRES.",CORDOBA AV.,"URIBURU JOSE E., PRES.",RECOLETA,2,,
-58.39171614,-34.61382004,56,VERIFICADOR DE CARRILES,Av. Entre Ríos y Av. Belgrano,0,,0,ENTRE RIOS AV. y BELGRANO AV.,ENTRE RIOS AV.,BELGRANO AV.,BALVANERA,3,,
-58.41192344,-34.59799914,57,VERIFICADOR DE CARRILES,Av. Córdoba y Gallo,0,,0,CORDOBA AV. y GALLO,CORDOBA AV.,GALLO,RECOLETA,2,,
-58.4189449,-34.59778545,58,VERIFICADOR DE CARRILES,Av. Córdoba y Salguero,0,,0,"CORDOBA AV. y SALGUERO, JERONIMO",CORDOBA AV.,"SALGUERO, JERONIMO",PALERMO,14,,
-58.3840353,-34.59915588,59,VERIFICADOR DE CARRILES,Av. Córdoba y Libertad,0,,0,CORDOBA AV. y LIBERTAD,CORDOBA AV.,LIBERTAD,RETIRO,1,,
-58.39293686,-34.59963293,60,VERIFICADOR DE CARRILES,Av. Córdoba y Callao,0,,0,CORDOBA AV. y CALLAO AV.,CORDOBA AV.,CALLAO AV.,RECOLETA,2,,
-58.39652,-34.58802318,61,VERIFICADOR DE CARRILES,Av. Las Heras y Cantilo,0,,0,LAS HERAS GENERAL AV. Y CANTILO,LAS HERAS GENERAL AV.,CANTILO,RECOLETA,2,,
-58.40308804,-34.59879201,62,VERIFICADOR DE CARRILES,Av. Córdoba y Paso,0,,0,CORDOBA AV. y PASO,CORDOBA AV.,PASO,RECOLETA,2,,
-58.39229,-34.60443527,63,VERIFICADOR DE CARRILES,Av. Callao y Corrientes,0,,0,CALLAO AV. Y CORRIENTES AV.,CALLAO AV.,CORRIENTES AV.,BALVANERA,3,,
-58.3918006,-34.61149478,64,VERIFICADOR DE CARRILES,Av. Entre Ríos y Adolfo Alsina,0,,0,"ENTRE RIOS AV. y ALSINA, ADOLFO",ENTRE RIOS AV.,"ALSINA, ADOLFO",BALVANERA,3,,
-58.39167179,-34.61910406,65,VERIFICADOR DE CARRILES,Av. Entre Ríos y Estados Unidos,0,,0,ENTRE RIOS AV. y ESTADOS UNIDOS,ENTRE RIOS AV.,ESTADOS UNIDOS,SAN CRISTOBAL,3,,
-58.39167844,-34.61687762,66,VERIFICADOR DE CARRILES,Av. Entre Rios y Chile,0,,0,ENTRE RIOS AV. Y CHILE,ENTRE RIOS AV.,CHILE,BALVANERA,3,,
-58.41825887,-34.5835813,67,VERIFICADOR DE CARRILES,Av. Santa fe y Armenia,0,,0,SANTA FE AV. Y ARMENIA,SANTA FE AV.,ARMENIA,PALERMO,14,,
-58.38842369,-34.59576396,68,VERIFICADOR DE CARRILES,Av. Santa fe y Parana,0,,0,SANTA FE AV. Y PARANA,SANTA FE AV.,PARANA,RECOLETA,2,,
-58.40571597,-34.60557124,69,VERIFICADOR DE CARRILES,Av. Pueyrredon y Valentin Gomez,0,,0,"PUEYRREDON AV. Y GOMEZ, VALENTIN",PUEYRREDON AV.,"GOMEZ, VALENTIN",BALVANERA,3,,
-58.40594756,-34.6065458,70,VERIFICADOR DE CARRILES,Av. Pueyrredon y Sarmiento,0,,0,PUEYRREDON AV. Y SARMIENTO,PUEYRREDON AV.,SARMIENTO,BALVANERA,3,,
-58.40308234,-34.59656311,71,VERIFICADOR DE CARRILES,Av. Pueyrredon y Mansilla,0,,0,"PUEYRREDON AV. y MANSILLA, LUCIO NORBERTO, GENERAL",PUEYRREDON AV.,"MANSILLA, LUCIO NORBERTO, GENERAL",RECOLETA,2,,
-58.41837214,-34.55440132,72,CINEMOMETRO FIJO,Av. Rafael Obligado C4,4845,,70,"OBLIGADO RAFAEL, AV.COSTANERA 4845","OBLIGADO RAFAEL, AV.COSTANERA",,Palermo,14,1428,
-58.41837214,-34.55440132,73,CINEMOMETRO FIJO,Av. Rafael Obligado C3,4845,,70,"OBLIGADO RAFAEL, AV.COSTANERA 4845","OBLIGADO RAFAEL, AV.COSTANERA",,Palermo,14,1428,
-58.39165594,-34.58368714,74,CINEMOMETRO FIJO,Av. F. ALCORTA,2200,,70,"FIGUEROA ALCORTA, PRES. AV. 2200","FIGUEROA ALCORTA, PRES. AV.",JULIO VICTOR GONZALEZ,Recoleta,2,1425,C1425CKN
-58.41511409,-34.56938212,75,CINEMOMETRO FIJO,Av. F. ALCORTA,4750,,60,"FIGUEROA ALCORTA, PRES. AV. 4750","FIGUEROA ALCORTA, PRES. AV.",,Palermo,14,1425,C1425CMN
-58.41364702,-34.61540974,76,CINEMOMETRO FIJO,Av. BELGRANO C4,3349,,60,BELGRANO AV. 3349,BELGRANO AV.,VIRREY LINIERS,Almagro,5,1210,C1210AAB
-58.40279593,-34.62376854,77,CINEMOMETRO FIJO,Av. San Juan,2729,,60,SAN JUAN AV. 2729,SAN JUAN AV.,AV JUJUY,San Cristobal,3,1232,C1232AAJ
-58.52114728,-34.62470621,78,CINEMOMETRO FIJO,Irigoyen C2,1761,,40,IRIGOYEN 1761,IRIGOYEN,BAIGORRIA,Monte Castro,10,1408,C1408CPK
-58.42734322,-34.55929405,79,CINEMOMETRO FIJO,Av. F. ALCORTA,5700,,70,"FIGUEROA ALCORTA, PRES. AV. 5700","FIGUEROA ALCORTA, PRES. AV.",AV DE LOS OMBÚES,Palermo,14,1426,C1426CBT
-58.41511626,-34.56937973,80,CINEMOMETRO FIJO,Av. F. ALCORTA,4750,,60,"FIGUEROA ALCORTA, PRES. AV. 4750","FIGUEROA ALCORTA, PRES. AV.",,Palermo,14,1425,C1425CMN
-58.49594183,-34.55920659,81,CINEMOMETRO FIJO,Av. Triunvirato C2,6300,,60,TRIUNVIRATO AV. 6300,TRIUNVIRATO AV.,,Saavedra,12,1431,C1431FDP
-58.41526137,-34.6085501,82,CINEMOMETRO FIJO,Av. Diaz Velez  C2,3420,,40,DIAZ VELEZ AV. 3420,DIAZ VELEZ AV.,SANCHEZ DE BUSTAMANTE,Almagro,5,1200,C1200AAO
-58.52114728,-34.62470621,83,CINEMOMETRO FIJO,Irigoyen C3,1761,,40,IRIGOYEN 1761,IRIGOYEN,BAIGORRIA,Monte Castro,10,1408,C1408CPK
-58.49249637,-34.56057033,84,CINEMOMETRO FIJO,Galvan,3640,,40,GALVAN 3640,GALVAN,ACHIRA,Saavedra,12,1431,C1431FVW
-58.40304125,-34.61889358,85,CINEMOMETRO FIJO,Av. Independencia,2662,,60,INDEPENDENCIA AV. 2662,INDEPENDENCIA AV.,AV JUJUY,San Cristobal,3,1225,C1225AAV
-58.46146296,-34.54317129,86,CINEMOMETRO FIJO,Av. Del Libertador (a prov C2),7725,,60,DEL LIBERTADOR AV. 7725,DEL LIBERTADOR AV.,MANZANARES,Nu\u00f1ez,13,1429,C1429BMK
-58.49249637,-34.56057033,87,CINEMOMETRO FIJO,Galvan,3640,,40,GALVAN 3640,GALVAN,ACHIRA,Saavedra,12,1431,C1431FVW
-58.40304125,-34.61889358,88,CINEMOMETRO FIJO,Av. Independencia,2662,,60,INDEPENDENCIA AV. 2662,INDEPENDENCIA AV.,AV JUJUY,San Cristobal,3,1225,C1225AAV
-58.46146296,-34.54317129,89,CINEMOMETRO FIJO,Av. Del Libertador (a prov C3),7725,,60,DEL LIBERTADOR AV. 7725,DEL LIBERTADOR AV.,MANZANARES,Nu\u00f1ez,13,1429,C1429BMK
-58.42692072,-34.6639951,90,CINEMOMETRO FIJO,Av. 27 de Febrero (al centro C3),5800,,70,27 DE FEBRERO AV. 5800,27 DE FEBRERO AV.,,Villa Soldati,8,1437,C1437FXU
-58.42692072,-34.6639951,91,CINEMOMETRO FIJO,Av. 27 de Febrero (a prov. C3),5800,,70,27 DE FEBRERO AV. 5800,27 DE FEBRERO AV.,,Villa Soldati,8,1437,C1437FXU
-58.41274519,-34.57248552,92,CINEMOMETRO FIJO,Av. Sarmiento,3866,,60,SARMIENTO AV. 3866,SARMIENTO AV.,AV BELISARIO ROLDAN,Palermo,14,1425,C1425FGZ
-58.48019037,-34.59058665,93,CINEMOMETRO FIJO MULTICARRIL,Av. De los Constituyentes (Descendente),3240,,60,DE LOS CONSTITUYENTES AV. 3240,DE LOS CONSTITUYENTES AV.,CAMPILLO,Agronomia,15,1427,C1427BLQ
-58.46372032,-34.58803317,94,CINEMOMETRO FIJO,Av. Elcano,4450,,60,ELCANO AV. 4450,ELCANO AV.,AV DEL CAMPO,Chacarita,15,1427,C1427CIP
-58.51186174,-34.63429482,95,CINEMOMETRO FIJO,Av. Juan B. Justo (Ascendete),8736,,60,"JUSTO, JUAN B. AV. 8736","JUSTO, JUAN B. AV.",SAN BLAS,Versalles,10,1408,C1408AKQ
-58.4541707,-34.61180857,96,CINEMOMETRO FIJO MULTICARRIL,Av. Gaona (Ascendente),1852,,60,GAONA AV. 1852,GAONA AV.,FRAGATA PRESIDENTE SARMIENTO,Caballito,6,1416,C1416DRT
-58.46360177,-34.61671417,97,CINEMOMETRO FIJO,Av. Boyaca (Ascendente),961,,60,BOYACA 961,BOYACA,AV GAONA,Flores,7,1406,C1406BHQ
-58.47195333,-34.64224182,98,CINEMOMETRO FIJO,Mariano Acosta,1059,,40,"ACOSTA, MARIANO AV. 1055","ACOSTA, MARIANO AV.",AV F. BILBAO,Parque Avellaneda,9,1407,C1407KBU
-58.44491504,-34.63647404,99,CINEMOMETRO FIJO,Av. Asamblea,1447,,60,ASAMBLEA AV. 1447,ASAMBLEA AV.,MIRO,Parque Chacabuco,7,1406,C1406HVE
-58.4320713,-34.63761687,100,CINEMOMETRO FIJO,Av. Jose M. Moreno,1657,,60,"MORENO, JOSE MARIA AV. 1657","MORENO, JOSE MARIA AV.",SARAZA,Parque Chacabuco,7,1424,C1424ABD
-58.48123707,-34.56440666,101,CINEMOMETRO FIJO,Holmberg,3046,,40,HOLMBERG 3046,HOLMBERG,AV CONGRESO,Villa Urquiza,12,1430,C1430DPJ
-58.50986255,-34.64930467,102,CINEMOMETRO FIJO,Av. Emilio Castro,6281,,60,"CASTRO, EMILIO AV. 6281","CASTRO, EMILIO AV.",MURGUIONDO,Liniers,9,1440,C1440CLL
-58.39418067,-34.62986332,103,CINEMOMETRO FIJO,Av. Brasil,2085,,60,BRASIL 2085,BRASIL,COMBATE DE LOS POZOS,Parque Patricios,4,1260,C1260AAC
-58.45132527,-34.60073036,104,CINEMOMETRO FIJO,Av. Honorio Pueyrredon (Ascendente) C2,1815,,60,"PUEYRREDON, HONORIO, DR. AV. 1815","PUEYRREDON, HONORIO, DR. AV.",REMEDIOS ESCALDA DE SAN MARTIN,Villa Crespo,15,1414,C1414CEH
-58.45132527,-34.60073036,105,CINEMOMETRO FIJO,Av. Honorio Pueyrredon (Ascendente) C3,1815,,60,"PUEYRREDON, HONORIO, DR. AV. 1815","PUEYRREDON, HONORIO, DR. AV.",REMEDIOS ESCALDA DE SAN MARTIN,Villa Crespo,15,1414,C1414CEH
-58.45555421,-34.59305177,106,CINEMOMETRO FIJO,Av. Jorge Newbery (Ascendente),4733,,60,"NEWBERY, JORGE AV. 4733","NEWBERY, JORGE AV.",ATANASIO GIRARDOT,Chacarita,15,1427,C1427EHA
-58.41357382,-34.63600937,107,CINEMOMETRO FIJO,Av. Chiclana (Descendente),3474,,60,CHICLANA AV. 3474,CHICLANA AV.,MAZA,Boedo,5,1260,C1260ACO
-58.44891238,-34.63581363,108,CINEMOMETRO FIJO,Av. Eva Peron (Descendente),1825,,60,"PERON, EVA AV. 1825","PERON, EVA AV.",THORNE,Parque Chacabuco,7,1406,C1406HMG
