,Usuario,Tweet
463,NoraNorama56,RT @Adrianacarp0912: Larreta de que tenés miedo???#SacaLasVallasLarreta
464,3lpichichi,Para mí que Larreta es secretamente fan de CFK y quiere recrear un 17 de octubre https://t.co/RXBlnpd1l1
465,mayribarren,"RT @Sergio73725893: Se les cae la baba para reprimir ...cuidado compañeros, cuidado con los infiltrados de la policía del gatero de larreta…"
466,CinthiaDpp,"RT @JuandoUnderwood: Máximo Kirchner defendió a Larreta y le pidió a los líderes de JXC que se saquen a Macri de encima. ""Le detonó la vida…"
467,ale_gordon,"RT @NataliaBSalvo: Larreta valla a la expresión popular de su oposición, no a la oligarquia agroexportadora con sus movilizaciones. Le teme…"
468,Milton_Plottier,@tanoproductor @horaciorlarreta Es una buena ocasión para recordar al gorreado por Larreta. Nunca dejo de reírme de… https://t.co/HrSYGmtthD
469,Nora54221598,"RT @OmarMuruaOK: Si Larreta no quiere que nos congreguemos en torno a la casa de @CFKArgentina, ¿dónde está esperando que nos congreguemos?…"
470,DanielRemedi,"Luego de 3 dias días de restricción parcial aplicada por el pajarito, entro y veo que larreta a vallado la casa de… https://t.co/eN49gqTSSq"
471,pabloalva1969,RT @GracielaPaggi: La consigna debe ser Basta! ! !  Cristina ha Sido secuestrada por la policía de Larreta! ! ! es imperiosa la figura del presid…
472,LoreArau,"RT @CesarRuben33: @JuanGrabois @yoDaniel77 larretaNO PODRÁS ACALLARNUESTRAS VOCESCON VALLAS...NI NUESTRO AMOR A@CFKArgentina ,ESTAMOS…"
473,vozdelpueblojus,"RT @jramospadilla: Larreta, abrí tu cabeza, no podes ser tan P... como para creer q podes parar al Pueblo que marcha hacia su destino, trat…"
474,leonardopabloq,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
475,HHPaves,Parece que Larreta sacó las vallas. Habló Aníbal?
476,marisa2759596,"RT @LaEntrerriana10: Atención vecinos de Recoleta, mañana, la gente que está apoyando a Cristina, realizará una feria, quien sabe por cuánt…"
477,mperezirazusta,"RT @_marianherrera: Hoy los vecinos de Recoleta iban a tener un rato de descanso mientras copábamos las plazas de todo el país, pero gracia…"
478,natamullerroth,"RT @Lupo55: La Villa llegó a Recoleta, bancátela Larreta.  @horaciorlarreta #TodosConCristina #TodosAJuncalyUruguay https://t.co/pqYZsVJ9…"
479,sebastian_865,RT @LaCampora_CABA: Vallas donde vayas... Esta es la Policía de Larreta.A Cristina la defiende el pueblo.#TodosConCristina https://t.co/…
480,4anosderisa,"RT @jramospadilla: Larreta,deja de provocar,a CFK la cuida el Pueblo.Q parte no entendes? Se recupera la esperanza,la alegría de saber q un…"
481,Carlos19925989,RT @riellodecba: 🟥Larreta construyó su campo de concentración…Estableció un vallado perimetral por “razones de limpieza que demandará tod…
482,antonio58rico,"RT @eldestapeweb: A pesar de las vallas de Horacio Rodríguez Larreta, la militancia marchará por CFK: los actos confirmados y el festival a…"
483,mechacorta2015,RT @74carlosnob: Un pueblo unido jamás será vencido.Hoy más que nunca #TodosUnidosConCristina Larreta botón vos y la Justicia Corrupta n…
484,DanielAntonioMi,"@gucciflv Dios si, pero el inútil de Larreta no."
485,olguinserg,No habría que ir hasta la casa/depto/bulín de Rodríguez Larreta para pedirle por favor que saque las vallas?
486,bray_espinosa,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
487,Afrimillo,"RT @NataliaBSalvo: Larreta valla a la expresión popular de su oposición, no a la oligarquia agroexportadora con sus movilizaciones. Le teme…"
488,YoMesmo_,"Como no alcanzó con Luciani para promover una Cristina2023, ahora Larreta"
489,Noee621472062,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
490,Chuchio_2009,RT @PERIODlSTAPERON: Así amaneció hoy la zona de Juncal y Uruguay. Así piensa frenar Larreta las muestras de apoyo a Cristina. 70 años de a…
491,papipoigal,Hace cinco días Larreta decía esto https://t.co/JnDRBxtLdv
492,Graciel46046134,RT @Ojo_Kritico: Vecinos auto-convocados en Recoleta denuncian que la militancia afecta la sanidad y seguridad del barrio. Larreta no apare…
493,DiegoLP77,"@productortano @Lupo55 @horaciorlarreta naaa, larreta es d uds sino se dieron cuenta todavía... es muy boludo"
494,Tavuelt,"RT @NataliaBSalvo: Larreta valla a la expresión popular de su oposición, no a la oligarquia agroexportadora con sus movilizaciones. Le teme…"
495,Alberto_30000,¡Gravísimo!  Dirigentes del FDT denuncian que Larreta sitió a Cristina y ... https://t.co/9Wg6RHulNP a través de @YouTube
496,titimaya15,"RT @GustavoPeirano1: LARRETA ESTA ATENTANDO CONTRA CRISTINA, LA AISLO Y LA SITIO, TEMO POR SU SEGURIDADANDRES LARROQUE https://t.co/g6SFuO…"
497,DMissiati,"RT @Silsh: Explicanos Larreta, cómo es eso de no buscar actos de provocación ni amenazas ? Volvimos a los ´70. #LarretaRepresor #SacaLasVal…"
498,sebastian_865,"Así amaneció los alrededores de la casa de Cristina. Después de 5 días de manifestaciones pacíficas, con alegría y… https://t.co/2foEHu2C2e"
499,ArielAnibal13,RT @Adrianacarp0912: Larreta de que tenés miedo???#SacaLasVallasLarreta
500,sudelprete,"RT @JuandoUnderwood: Máximo Kirchner defendió a Larreta y le pidió a los líderes de JXC que se saquen a Macri de encima. ""Le detonó la vida…"
501,mechacorta2015,"RT @jramospadilla: Larreta,deja de provocar,a CFK la cuida el Pueblo.Q parte no entendes? Se recupera la esperanza,la alegría de saber q un…"
502,Horacio246,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
503,PeriodistaPeron,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
504,enkordoba,"RT @jramospadilla: Larreta,deja de provocar,a CFK la cuida el Pueblo.Q parte no entendes? Se recupera la esperanza,la alegría de saber q un…"
505,marianoarqk,@alferdez @SergioMassa @FernandezAnibal Sacar a las FUERZAS DE SEGURIDAD FEDERAL a las calles para defender la Cons… https://t.co/Y4YSYmsaGN
506,LeoNtvg12,"RT @marcelopueIIaok: Como hizo cada fiesta patria en los 4 años de mandato de Macri, el PRO encontró la ""solución"" para que el pueblo no se…"
507,gabyzeta68,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
508,TomasBozzano,RT @TereGarciaOK: En serio intendente Larreta Ud cree que eso va a impedir que cuidemos a @CFKArgentina ?Cuando se colgaron bolsas mortuor…
509,situadoalsur,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
510,feramato,La torpeza de Larreta y todos Juntos x el Cambio no se puede creer. La mina dice que la persiguen y ellos van y la… https://t.co/n2a8qfIqyF
511,_guionbajoK,"RT @rinconet: Larreta se prepara para frenar el aluvión zoológico. Los vecinos de Recoleta podemos respirar tranquilos, ya sin efluvios de…"
512,dieloresanchez,RT @info135web: Larreta superó al dictador Lanusse y ordenó vallar la casa donde vive Cristina para que los militantes no se acerquen https…
513,RC_SIGLOXXI,RT @JavierCasci: #DeLasPlazasAJuncal LARRETA SITIO A CRISTINA  #TodosARecoleta https://t.co/h4UxgNnauG
514,OrfeoArquimede,@LiliLopezForesi @CarinaCapdevila @C5N Larreta esta cometiendo un delito tipificado en el Art.142 bis de la Ley 25.… https://t.co/KYpuAYv0Mc
515,Loloo_Paez,RT @MartnPeiretti1: 🟥⛔️⚠️ ¿Estás nervioso Larreta?. El amor de un pueblo hacia su máxima representante no se termina porque pongas vallas f…
516,mperezirazusta,"RT @norberto_pagano: Pero que idea luminosa la de las vallas Larreta.Que sigue, vas a levantar los puentes??? 😂😂😂#SacaLasVallasLarreta #D…"
517,Liichimedina,RT @cristiancim: Pero Larreta… estás violando el derecho a la libre circulación que tanto te gusta. Además estás haciendo un mini ghetto. Y…
518,Susana39513028,"@tanomdq86 Hay que ir para allá ,,las marchas allá,,, #Saca las vallas Larreta #A la calle por Cristina"
519,aricandemirjo4,"RT @Lupo55: La Villa llegó a Recoleta, bancátela Larreta.  @horaciorlarreta #TodosConCristina #TodosAJuncalyUruguay https://t.co/pqYZsVJ9…"
520,RArotce,"RT @LaEntrerriana10: Atención vecinos de Recoleta, mañana, la gente que está apoyando a Cristina, realizará una feria, quien sabe por cuánt…"
521,PATRlAGRANDE,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
522,claudiacarusso2,"RT @DanielCatalano_: Horacio Rodríguez Larreta vamos a ir igual, ella nos va a escuchar aunque estemos a cinco cuadras. #SacaLasVallasLarre…"
523,eldestapeweb,"A pesar de las vallas de Horacio Rodríguez Larreta, la militancia marchará por CFK: los actos confirmados y el fest… https://t.co/6vrn07sMPh"
524,leonardopabloq,"RT @Lupo55: La Villa llegó a Recoleta, bancátela Larreta.  @horaciorlarreta #TodosConCristina #TodosAJuncalyUruguay https://t.co/pqYZsVJ9…"
525,AdrianB81250297,RT @Lule1825: TOD☀S tienen que salir a repudiar y a exigir que saquen las vallas y la infantería de la casa de @CFKArgentina . Es muy pelig…
526,ABorches,"RT @JuandoUnderwood: Máximo Kirchner defendió a Larreta y le pidió a los líderes de JXC que se saquen a Macri de encima. ""Le detonó la vida…"
527,SpazioHostel,chau LARRETA 💪💪💪 quedaste como el O.G.T.
528,Josefinabriard,RT @riellodecba: El Sol Peronista asoma en CABA…Y #pomelo Larreta en su miopía política cree que con su ghetto vip va a preservar el orde…
529,ginover63,"RT @NataliaBSalvo: Larreta valla a la expresión popular de su oposición, no a la oligarquia agroexportadora con sus movilizaciones. Le teme…"
530,pr0gramadorni,@IvanVashnehider @XTezanosP Y de verdad pensas que bullrich va a ser candidata a presidente?. Wow... eso si es im… https://t.co/lj205TEUSh
531,Los2dedosenV,"@FelicitasBV Feli, perfecto análisis, lo apoyo,pero ir de Cristina, rodear vallas, cortar calles, quilombo de trá… https://t.co/OLuVRo9Q10"
532,titimaya15,"RT @Papaparatodosy1: Si los militantes se reunen del lado de afuera de las vallas, Que van a hacer Larreta y sus secuaces ?  Van a vallar l…"
533,GrelaClau,RT @diegowainstein: Otra versión es que muchos le están gritando a Larreta“Que se vaya”Y el es demagógico.Aunque no entendió bien…
534,PlazarSandra,RT @PlazarSandra: #ALaCallePorCristina #TodosConElIa#TodosConCristina#SacaLasVallasLarreta El Odio Antidemocrático Las Vallas Carros de…
535,ginover63,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
536,CFKyAAAJ,RT @riellodecba: El Sol Peronista asoma en CABA…Y #pomelo Larreta en su miopía política cree que con su ghetto vip va a preservar el orde…
537,aszulewicz,"RT @danielrojazo: #SacáLasVallasLarreta Che, no es el momento de reaccionar ya y cambiar la agenda? En lugar de ir a los actos convocados,…"
538,leonardopabloq,"RT @jramospadilla: Larreta, abrí tu cabeza, no podes ser tan P... como para creer q podes parar al Pueblo que marcha hacia su destino, trat…"
539,GrelaClau,RT @diegowainstein: También puede significar que Larreta compró una fábrica de vallas urbanas.No descartemos ninguna hipótesis…
540,MelisadeOro1,RT @riellodecba: 🟥Larreta construyó su campo de concentración…Estableció un vallado perimetral por “razones de limpieza que demandará tod…
541,Ayresdemandalas,"RT @DanielCatalano_: Horacio Rodríguez Larreta vamos a ir igual, ella nos va a escuchar aunque estemos a cinco cuadras. #SacaLasVallasLarre…"
542,Negrator5,"RT @El_vengaK: Por decreto nos prohibieron cantar la marcha y nombrar a Peron, y asi y todo no pudieron vencernos, y Larreta cree que valla…"
543,ApuleyoPaz,RT @Carito4890: Se nota mucho Horacio🤷‍♀️ a los que la insultan los dejas tranquilos a los que la aman vallas y tu policia! ! ! !  Larreta te m…
544,j_madryn,@pagina12 No vas a poder vallar las urnas Larreta! ! !  CFK2023
545,claudiacarusso2,"RT @jramospadilla: Larreta, abrí tu cabeza, no podes ser tan P... como para creer q podes parar al Pueblo que marcha hacia su destino, trat…"
546,moniKporsiempre,RT @EleSpn2: Con las rejas de LarretaCon las rejas de LarretaVamo a hacer una parrilla Vamo a hacer una parrilla Para cocinar los chooo…
547,Noee621472062,RT @dicomar61: Larreta y la oposición están nerviosos por tanta demostración de afecto y amor a Cristina. No se bancan una manifestación EN…
548,HDCArgentina,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
549,JP1710666,RT @drjorgerachid: NO ENTRAR EN LA PROVOCACIÓNVALLARON PARA DEMOSTRAR QUE SOMOS VIOLENTOSLOS MOSTRARONHORCASGUILLONITASBOLSAS CADAVE…
550,titimaya15,RT @VillarruelDario: A Larreta no le parece bien que el pueblo visite a CFK en su domicilio y puso un muro. ..Repúblicano al mango....
551,mumimumi09,RT @marceloCena: Larreta mal parido ! ! .Larreta y Recoleta#TodosConElla #TodosConCristina #VivaCristina https://t.co/1ZtjtKnBlM
552,NormaMe40044903,Larreta con la policía gravando será para hacerlo desaparecer como hizo con algunos policías??
553,LulaRodra,RT @EleSpn2: Con las rejas de LarretaCon las rejas de LarretaVamo a hacer una parrilla Vamo a hacer una parrilla Para cocinar los chooo…
554,GianniniSB,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
555,rutkowskimaria,RT @agusferreyra_ok: La policía de la ciudad espera la orden de Rodriguez Larreta para reprimir a los militantes que están en Recoleta apoy…
556,Facu_Pache91,"RT @rinconet: Larreta se prepara para frenar el aluvión zoológico. Los vecinos de Recoleta podemos respirar tranquilos, ya sin efluvios de…"
557,DiegoPe72232054,Estamos en democracia o se esta viendo la intención de Larreta típico proceder represivo y de dictadura .Y… https://t.co/61RMiZbdsH
558,claudiacarusso2,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
559,alvaros35141186,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
560,Dreamtiti95A,RT @ultramacrista23: Larreta les está pintando los ranchos a los villeros de la 31. Onda Caminito. Gastando la plata de los porteños en per…
561,gralazzatti,"RT @PERIODlSTAPERON: Nos bombardearon, nos fusilaron, nos proscribieron, nos encarcelaron, nos desaparecieron, nos torturaron, nos persigui…"
562,Pariaenlaweb,@alferdez tu amigo Larreta está mostrando la hilacha hace algo por tu vice
563,roccocgp,RT @cristiancim: Pero Larreta… estás violando el derecho a la libre circulación que tanto te gusta. Además estás haciendo un mini ghetto. Y…
564,Garca8Sergio,"RT @jramospadilla: Larreta,deja de provocar,a CFK la cuida el Pueblo.Q parte no entendes? Se recupera la esperanza,la alegría de saber q un…"
565,GrelaClau,"RT @diegowainstein: Vallar la casa de Cristina, cuando se manifiesta el peronismo significa que:Larreta acepta sólo manifestaciones afines…"
566,Fabiana_tfp,#DeLasPlazasAJuncal Todos! ! A Cristina la cuida el Pueblo.Larreta valló las inmediaciones d la casa de Cristina. E… https://t.co/gEpekRh7R0
567,Rita16013721,@Albertobetito4 Esto es Larreta perverso provocando violencia y odio! ! !  Asi va a gobernar Argentina si llega a ser presidente Larreta??
568,Chagofran,"RT @Lupo55: La Villa llegó a Recoleta, bancátela Larreta.  @horaciorlarreta #TodosConCristina #TodosAJuncalyUruguay https://t.co/pqYZsVJ9…"
569,claudiacarusso2,RT @VillarruelDario: A Larreta no le parece bien que el pueblo visite a CFK en su domicilio y puso un muro. ..Repúblicano al mango....
570,andresmolla,Larreta está a un paso de causar una tragedia. Esta desorientado y asustado. Quiere sangre para aleccionarnos. Macr… https://t.co/I1XtfP2Ng7
571,marceloprada11,La casa de Cristina Fernández está vallada para que no se acerquen los militantes | Por decisión del gobierno porte… https://t.co/IshHpaql0y
572,oscarelpola,Esto es LARRETA el ASESINO INTELECTUAL DEL DR. FAVALORO entre otras cosas https://t.co/tI1DdoqPvF
573,silviadelok,RT @JJose1407: #URGENTE ! ! !  #TodosConCristina A #TodosAJuncalyUruguay@larroqueandres 👉🏻@CFKArgentina esta sitiada por la policía de Larre…
574,BabeGod3,"Se llenan la boca de paz social y democracia, pero vallan los alrededores de la casa de la Vice Presidenta con la G… https://t.co/cmoSklkwuB"
575,Roberto36114995,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
576,locuraporaraca,Lo que pase será responsabilidad de Larreta y la oposición deberá estar a la altura.
577,Rosario32155,"RT @jramospadilla: Larreta,deja de provocar,a CFK la cuida el Pueblo.Q parte no entendes? Se recupera la esperanza,la alegría de saber q un…"
578,CamaraQuiroga,RT @MarkFra29462604: @jramospadilla Hay q denunciar en organismos internacionales #SecuestroDomiciliarioDeCFK hoy no tiene libre circulació…
579,chavnnel,"RT @JuandoUnderwood: Máximo Kirchner defendió a Larreta y le pidió a los líderes de JXC que se saquen a Macri de encima. ""Le detonó la vida…"
580,UnaKikagada,Hay que sonreír ya que nos están filmando la policía de Larreta https://t.co/EVQDymUb7x
581,dieloresanchez,RT @JavierCasci: #DeLasPlazasAJuncal LARRETA SITIO A CRISTINA  #TodosARecoleta https://t.co/h4UxgNnauG
582,Adalberto53,RT @gabydelego: Parece que las vallas de Larreta no nos van a frenar
583,titimaya15,RT @MartnPeiretti1: 🟥⛔️⚠️ ¿Estás nervioso Larreta?. El amor de un pueblo hacia su máxima representante no se termina porque pongas vallas f…
584,OmarTropa,"Vallas , policías , guardia de infantería, filmación de manifestantes , solo faltan los infiltrados para completar… https://t.co/yowqU2EbeL"
585,marcelopeloso77,"RT @rcaballeroam: Larreta quiere enrejar la esperanza, no va a poder#Caballerodedia #TodosConCristina https://t.co/sEAE8AiyMw"
586,Aleli46526103,"RT @gemnacpop: Compañero @FernandezAnibal  que pasa? Queremos q Nacion actue para calmar a Larreta y deje d filmar, pedir Dni y vallar"
587,pabloalva1969,"RT @caidodelcatre2: Para que la gente de Recoleta pueda circular, Larreta pone vallas y corta las calles...#SacáLasVallasLarreta https://t…"
588,Rosario32155,"RT @DanielCatalano_: Horacio Rodríguez Larreta vamos a ir igual, ella nos va a escuchar aunque estemos a cinco cuadras. #SacaLasVallasLarre…"
589,kazan2418,"A que espera el presidente para llamar a Larreta para que quite las vallas?  Si no las quita, ha de enviar al ejérc… https://t.co/RUoqHpsNTY"
590,vozdelpueblojus,RT @CrisAlvarezRod: El muro que levantó Larreta en Recoleta no va a impedir que el pueblo siga demostrando su amor y lealtad a @CFKArgentin…
591,m02881601,RT @VillarruelDario: A Larreta no le parece bien que el pueblo visite a CFK en su domicilio y puso un muro. ..Repúblicano al mango....
592,LaprogreQ,RT @Juanjos_RP: @larroqueandres @horaciorlarreta #URGENTE ! ! !  #TodosConCristina #TodosAJuncalyUruguay @larroqueandres 👉🏻@CFKArgentina est…
593,Nora54221598,"RT @gemnacpop: Compañero @FernandezAnibal  que pasa? Queremos q Nacion actue para calmar a Larreta y deje d filmar, pedir Dni y vallar"
594,RubenCampagna,H. Larreta quiere quilombo ?? Ok. Ahora que el Gobierno Nacional ya que tiene jurisdicción en toda la ARGENTINA les… https://t.co/RGrGZSjORt
595,Beto25bos,RT @GracielaPaggi: La consigna debe ser Basta! ! !  Cristina ha Sido secuestrada por la policía de Larreta! ! ! es imperiosa la figura del presid…
596,Vero200115,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
597,JP1710666,"RT @diegowainstein: Vallar la casa de Cristina, cuando se manifiesta el peronismo significa que:Larreta acepta sólo manifestaciones afines…"
598,gralazzatti,RT @JavierCasci: #DeLasPlazasAJuncal LARRETA SITIO A CRISTINA  #TodosARecoleta https://t.co/h4UxgNnauG
599,danielsch06,"RT @Lupo55: La Villa llegó a Recoleta, bancátela Larreta.  @horaciorlarreta #TodosConCristina #TodosAJuncalyUruguay https://t.co/pqYZsVJ9…"
600,aledoc183,RT @SirCamelot11: Larreta ponete el uniforme de Videla y ya estás completo.
601,CFKyAAAJ,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
602,loderaulo,Larreta trajo sus fuerzas de ataque y producirán un choque dicen en C5N.
603,Sir_britis,RT @mariolato50: OJO que LARRETA en estos momentos desplegó a su policía gestapo para reprimir al Pueblo que defiende a Cristina. Es para P…
604,jmstumpfs,RT @juancristonomo: URGENTE. Recoleta: vecinos agradecen a la lluvia lo que no pudieron agradecerle a Larreta.
605,liliolivera9,RT @ElForjista: #SacaLasVallasLarreta  nunca vas a ser presidenteEl gobierno de Larreta coloca vallas para evitar que se ponga en evidenci…
606,silviamassone,"RT @Lupo55: La Villa llegó a Recoleta, bancátela Larreta.  @horaciorlarreta #TodosConCristina #TodosAJuncalyUruguay https://t.co/pqYZsVJ9…"
607,MarcelaEmpoder3,"RT @jramospadilla: Larreta,deja de provocar,a CFK la cuida el Pueblo.Q parte no entendes? Se recupera la esperanza,la alegría de saber q un…"
608,MaestraAmanda,RT @riellodecba: 🟥Larreta construyó su campo de concentración…Estableció un vallado perimetral por “razones de limpieza que demandará tod…
609,SrtaLuisa2020,"RT @laruedanoticias: 🟣 Ahora / ANDRÉS LARROQUE: ""Nosotros si tenemos que movilizar lo hacemos a la Plaza de Mayo o a donde se discuten las…"
610,vozdelpueblojus,"RT @vozdelpueblojus: El gobierno porteño puso un vallado perimetral en la casa de Cristina Kirchner https://t.co/AJEyn7tdW9 SI JUSTO,QUIÉN…"
611,luiseduesquivel,Realmente @CarlosMaslaton tiene razón: el pelado Larreta ODIA la libertad https://t.co/8c085dTvbx
612,danielsch06,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
613,Luis20569872,RT @DANYD8: Larreta les puso un vallado en Juncal y Uruguay excelente @horaciorlarreta
614,liliolivera9,RT @Romyk81: Larreta militarizó la zona de Recoleta.No vas a poder frenar una manifestación popular y pacífica! 
615,LakdRoxan,"RT @jramospadilla: Larreta,deja de provocar,a CFK la cuida el Pueblo.Q parte no entendes? Se recupera la esperanza,la alegría de saber q un…"
616,CamaraQuiroga,"RT @jramospadilla: Larreta, abrí tu cabeza, no podes ser tan P... como para creer q podes parar al Pueblo que marcha hacia su destino, trat…"
617,sal32din,RT @poupee111: @EleSpn2 35 carros de asalto cientos de policías de la guardia de infantería. Larreta represor preparando la tapa de Clarín…
618,machi_quita,"RT @Clorobles2: Dejó de lado la interna todista y golpeó al expresidente, al FMI y a los medios. Con chicana a Larreta, intentó meter una c…"
619,GuiraldePedro,RT @EleSpn2: Con las rejas de LarretaCon las rejas de LarretaVamo a hacer una parrilla Vamo a hacer una parrilla Para cocinar los chooo…
620,Gauchoendu,"RT @marcelopueIIaok: Como hizo cada fiesta patria en los 4 años de mandato de Macri, el PRO encontró la ""solución"" para que el pueblo no se…"
621,vozdelpueblojus,"El gobierno porteño puso un vallado perimetral en la casa de Cristina Kirchner https://t.co/AJEyn7tdW9 SI JUSTO,QUI… https://t.co/ja2seKbvVV"
622,liliolivera9,RT @SirCamelot11: Larreta ponete el uniforme de Videla y ya estás completo.
623,_danyJkings,"RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas, pero por culpa de la provocación de las va…"
624,otrahuevada,Jajaja qué es ese vallado fantasmagórico 😂 alguno tiene ganas de denunciar a Larreta por obstaculizar maliciosament… https://t.co/DpCXosrxJe
625,ruben_hugo_k,@horaciorlarreta una vez más se equivoca. coartar la libertad del pueblo argentino es un error que pagará muy caro.… https://t.co/oN1sYLKR9a
626,Carito_CRF,"Cínicamente, pq todas las movilizaciones fueron pacíficas, Larreta le pide a CFK x TW q contribuya a la paz social.… https://t.co/ieXfPSFJjb"
627,Lillyann_25,"RT @Lupo55: La Villa llegó a Recoleta, bancátela Larreta.  @horaciorlarreta #TodosConCristina #TodosAJuncalyUruguay https://t.co/pqYZsVJ9…"
628,Rekargada,RT @SangreVascaHLVS: 👉🏾@horaciorlarreta reprime a los trabajadores y movimientos populares que necesitan expresarse y llevan a cabo un piqu…
629,AliciaA86495054,RT @JJose1407: #URGENTE ! ! !  #TodosConCristina A #TodosAJuncalyUruguay@larroqueandres 👉🏻@CFKArgentina esta sitiada por la policía de Larre…
630,AlterPuma,RT @PERIODlSTAPERON: En cinco días y cinco noches no hubo ni un solo hecho de violencia. Ahora Larreta manda la infantería. ¿Qué busca el c…
631,cobo_damian,RT @VillarruelDario: A Larreta no le parece bien que el pueblo visite a CFK en su domicilio y puso un muro. ..Repúblicano al mango....
632,lulivala,"RT @SoyLa5ta: @gimenafuertes @horaciorlarreta Hasta ahora no había ido, ahora sí voy a ir. Nos vemos en Juncal y Uruguay Larreta."
633,Jorgerc2010,RT @ultramacrista23: Larreta les está pintando los ranchos a los villeros de la 31. Onda Caminito. Gastando la plata de los porteños en per…
634,hours_carlos,"RT @hours_carlos: @florenciarietto @larroqueandres Haber polo obrero a la casa de Cristina,movimiento social evita,partidos que quieran evi…"
635,Rita16013721,"RT @Albertobetito4: Así es a la casa de Larreta hasta que levante las vallas ,tranquilos a choripanear allá ! ! ! ! ! "
636,mandydesirello,"RT @marcelopueIIaok: Como hizo cada fiesta patria en los 4 años de mandato de Macri, el PRO encontró la ""solución"" para que el pueblo no se…"
637,luzvirginiaram1,"RT @DanielCatalano_: Horacio Rodríguez Larreta vamos a ir igual, ella nos va a escuchar aunque estemos a cinco cuadras. #SacaLasVallasLarre…"
638,migrifra,"RT @rinconet: Larreta también cierra la plaza Vicente López (a una cuadra del departamento de CFK) un sábado de sol, no vaya a ser cosa que…"
639,breibaldi,RT @VillarruelDario: A Larreta no le parece bien que el pueblo visite a CFK en su domicilio y puso un muro. ..Repúblicano al mango....
640,SergioVritz,@PatoBullrich Vallaron los alrededores del domicilio de Cristina. Larreta prepara una operación violenta con infilt… https://t.co/Ae11WnStsy
641,FabianV16751827,"RT @norbertovarela1: Larreta entiende que no puede ser candidato con las diferencias en su espacio y si llegara pierde, entonces provoca un…"
642,fortulinda,"LARRETA SE LA JUEGA A Q SE ARME EL KILOMBO, PARA DESPUES DECIR FUERON LOS NEGROS, ADEMAS DE DELINCUENTES VIOLENTO E… https://t.co/u5We2N8HEh"
643,DMissiati,"RT @rcaballeroam: Larreta quiere enrejar la esperanza, no va a poder#Caballerodedia #TodosConCristina https://t.co/sEAE8AiyMw"
644,RobertoResiste,RT @EleSpn2: Con las rejas de LarretaCon las rejas de LarretaVamo a hacer una parrilla Vamo a hacer una parrilla Para cocinar los chooo…
645,Elecel1942,@jramospadilla @HDCArgentina Lo de larreta es un ensayo...
646,migrifra,"RT @Lupo55: La Villa llegó a Recoleta, bancátela Larreta.  @horaciorlarreta #TodosConCristina #TodosAJuncalyUruguay https://t.co/pqYZsVJ9…"
647,Martaro68705049,"RT @jramospadilla: Larreta, abrí tu cabeza, no podes ser tan P... como para creer q podes parar al Pueblo que marcha hacia su destino, trat…"
648,AliciaA86495054,RT @GustavoPeirano1: LA POLICIA CRIMINAL DE LARRETA CERCANDO EL DOMICILIO DE CRISTINA CON LA GUARDIA DE INFANTERIA Y COMO SERVICIOS QUE SON…
649,NATACHA81341600,RT @cristiancim: Pero Larreta… estás violando el derecho a la libre circulación que tanto te gusta. Además estás haciendo un mini ghetto. Y…
