,Unnamed: 0,Usuario,Tweet
430,430,Pablo_85ok,RT @EMeraviglia: No estaría precisamente solavieja y enferma. Más de 250 lideresas del mundo expresaron su solidaridad con Cristina Kirc…
431,431,mahanananda1958,RT @clarincom: Florencia Arietto aseguró que las movilizaciones a favor de Cristina Kirchner no representan al pueblo.Más información en…
432,432,1solmartinez,✌️🏼Todos con Cristina: las plazas en las que se reúne el peronismo! #DeLasPlazasAJuncal #TodosConCristina… https://t.co/HwzoYSsPy2
433,433,gege_serra,@phanjosss @cristina_vcvc Filho da puta contra os seus
434,434,HelenaMazz,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
435,435,gmarchi2002,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
436,436,Voffreedom1,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
437,437,Natyeh_Naty,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
438,438,DigraAlonso,RT @DanielSabsay1: Pinocho es criticado a  en todo el planeta. Se pide que lo remuevan. Parece que les cuesta armar la marcha de apoyo a la…
439,439,pam_ol,RT @hernan_mazza: Aviso a todos los vecinos de Recoleta: Un poco de paciencia Cristina pronto se mudará a olivos
440,440,jfalbornoz,Lo enorme que están haciendo (aún más) a Cristina el pelado @horaciorlarreta y toda su mersa.
441,441,moni_pecos,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
442,442,mjmp1965,RT @feduba: • Filo con Cristina ✌️En la tarde de ayer docentes y estudiantes manifestamos nuestro apoyo a la compañera vicepresidenta y no…
443,443,Anapereyra54,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
444,444,MarcelaSmiljan,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
445,445,patrono85713927,RT @OkSergioPowerP1: @robdnavarro @arilijalad @pietragallahora @abuelasdifusionESTO ES UN ENSAYO PARA CUANDO CONDENEN A CRISTINA Y LA QUIE…
446,446,jrtbjrtb,RT @jocheming69: Despertaron al león | Una reacción popular contra la persecución a Cristina Kirchner que la oposición no calculó https://t…
447,447,JotaeZg,RT @Graciel92110722: Yo después del Pque. Chacabuco me voy a tomar café a lo de Cristina #delasplazasajuncal
448,448,gualtrapa,@IvanEdlRaneros Teresa y sus amigas no son trigo limpio. Es evidente tanto por los actos como por la apariencia e… https://t.co/dhaWqC983g
449,449,HeidiAagesen,RT @Walterk17583836: Vamos todos con Cristina❤ https://t.co/eqXZx4rsl8
450,450,enriquekohnen,RT @enriquekohnen: @AldoushJose No era esa frase nada más   algo que comparto desde que MANES  atendió a Cristina y se lanzó a la políti…
451,451,DiegoBroggi1,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
452,452,republi60766458,"RT @LuisGasulla: Molestia de Cristina por el ""error"" de su historico custodio Carbone.No creía que se conocería el nombre del protagonista…"
453,453,kamuy_kamuy1979,RT @AndreyGMaya: 🔴Momento en que detienen al hijo de la regidora Panista de #Celaya María Cristina Villalobos Hermosillo‼️Raúl Perez “N”…
454,454,plataymalestar,RT @ProfetaArgen: Cristina está metiendo más fechas que Coldplay
455,455,coche8a,RT @1amal_vi: El jefe de gobierno le había dicho a Cristina que no sea violenta pero acá está la violencia que ejerce él sobre el pueblo q…
456,456,AdrianMarquez63,RT @VanessaOrtizz: A esta hora en Argentina la policía de Buenos Aires reprime a manifestantes que están frente a la casa de Cristina Kirc…
457,457,elisaugalde65,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
458,458,mnsanchez19,RT @stelablanc: @PatoBullrich Y además visto desde afuera- lo q está pasando en la casa de Cristina es de no creer. Cerrar dos cuadras- agu…
459,459,PeKa2016,HOY es #DeLasPlazasAJuncalAcaso piensan que unas  vallas van a separar a Cristina del pueblo. #TodosConCristina… https://t.co/hbp372aNeJ
460,460,LorenzadelaSie2,@AgustnHenderso1 A quién querés que invite salame? A Alberto o a Cristina?
461,461,SiempreFormosa,Horacio Rodríguez Larreta jefe de gobierno porteño también se suma a la campaña Cristina presidenta 2023
462,462,Arischoteles1,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
463,463,martalanza77,RT @BlancaDios1: Hay que avisarle a Cristina que el banco Finansur que ella dice que era de amigos de Macri es mentira era de Cristobal Lop…
464,464,d3m0n1o,RT @lamusitapg: Será que el MESÍAS TROPICAL #LopezObrador ha estás alturas de su gobierno ya tenga acumulada tanta riqueza en bienes mueble…
465,465,Grachuu_,"RT @LuisGasulla: Molestia de Cristina por el ""error"" de su historico custodio Carbone.No creía que se conocería el nombre del protagonista…"
466,466,estiiloretrro0,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
467,467,lilianacaste2,@barci_2010 @alferdez @wadodecorrido @MartinSoria_ @FernandezAnibal @horaciorlarreta No importan las vallas hay que… https://t.co/kHlxSo6m4o
468,468,malpaso007,RT @ANDVOX1: Pablo Iglesias viajo a Argentina a apoyar a Cristina Fernández De Kichner ya que ella habla en nombre del pueblo y le robó mu…
469,469,crysquijano2015,RT @drjorgerachid: HOY TODOS A LAS PLAZASFLORECIERON MIL FLORESCIENTOS MILES MILITANTESEN TODO EL PAÍSDEFENDER A CRISTINAES ECHAR…
470,470,ChoripanFederal,RT @EleSpn2: El intendente de CABA pone vallas alrededor de la casa de Cristina. Así gobernó Macri tb con vallas. Deben tener miedo que no…
471,471,mayribarren,RT @PeKa2016: @CFKArgentina @pagina12 Con Cristina SIEMPRE✌🏼♥️Ahora. 📍Plaza de la Unidad Nacional CaserosDON LORENZO PEPE un históric…
472,472,Azucena67015389,Pablo Iglesias ha ido a visitar a Cristina Kichner? Qué eres su primo?👍👍 https://t.co/sowPzDuxN9
473,473,LucasCatrufo,RT @clarincom: Florencia Arietto aseguró que las movilizaciones a favor de Cristina Kirchner no representan al pueblo.Más información en…
474,474,DeErrape,RT @martinfierro70: #CFKLadronaDeLaNaciónArgentina Sencillo. Mas alla del pedido del Fiscal Luciani como consideras a Cristina Elizabet Fe…
475,475,jmguerrera,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
476,476,mariagrillo1345,RT @ChauOperetaK: Estoy frente a la casa de Cristina. Los comerciantes se quejan que no pueden trabajar tranquilos. Una nena que salió del…
477,477,SusiiRubano,RT @hstornelli: A los vecinos de Recoleta les pedimos perdón por las molestias. Cristina pronto se trasladará a Olivos https://t.co/kkel7ns…
478,478,Invictus_Porta,RT @Adelaid51586055: #CrisPorta27AG Cristina ya terminó su sección hasta el próximo fin de semana. #YaEsVerano27A
479,479,giannivenier,"El que dice la frase del ""choreo"" con Gioja es Diego Carbone ex custodio personal de #Cristina  de crecimiento pat… https://t.co/d9pComhaUo"
480,480,AdrianaGAlvare3,@pviloutaoficial Aquí están ellos son los muchachos de Cristina
481,481,AG58131400,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
482,482,kerendona23,"RT @porquetendencia: ""Ted Cruz"":Por su pedido para que Estados Unidos sancione a Cristina Kirchner https://t.co/tAmGdDifSw"
483,483,CFKISMS,— as cristina hugged him. She brought him to the door of the Oval Office quietly knocking on the door since she di… https://t.co/u1ZZko9Jkc
484,484,CristinaLust,RT @sanlil4: Es así. El intendente de CABA @horaciorlarreta o te reprime o te pone vallas. No sé si decirle que demuestra cagaso o que vaya…
485,485,Lia15512021,RT @LaCampora_CABA: Vallas donde vayas... Esta es la Policía de Larreta.A Cristina la defiende el pueblo.#TodosConCristina https://t.co/…
486,486,DoctoraAlicia,RT @FurmanElias: Insólito: Sindicalistas no descartan realizar un paro de actividades como acto de solidaridad a la corrupta Cristina Ferná…
487,487,JasemGraciela,RT @GorilaElecto: Che kumpa. Venis de marchar de Puerto Madero por  Boudou a Recoleta por Cristina . Ninguno de tus jefes viven La Matanza…
488,488,patbgg,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
489,489,JulioCe61605137,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
490,490,jackiesiempre,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
491,491,leonardopabloq,RT @EstelaEDiaz: 1. Feministas de distintos lugares del mundo manifestamos nuestro apoyo decidido y solidario a la compañera Cristina Ferná…
492,492,gabyvestel,RT @MariaSeoane48: Queridos chichipios al final era verdad eso de que si la tocan a Cristina que kilombo que se iba a armar. SI.
493,493,J4V13RC4N70,@clarincom #BuenSabado @DanannOficialCristina ve cómo las vallas se van acercando y comienzan a cercarla y rodearl… https://t.co/1riLwFevP7
494,494,MRamos125307,RT @Unhar5: No podemos dejar q Larreta no nos dejen abrazar a Cristina y sin ninguna violencia d nuestra parte si lo dejamos q esté pelado…
495,495,BalbosMariela,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Me encanta ver a Cristina en la pantalla es la mejor periodista y la mejor colaboradora 😍 http…
496,496,MarcelaSmiljan,RT @eldestapeweb: A pesar de las vallas de Horacio Rodríguez Larreta la militancia marchará por CFK: los actos confirmados y el festival a…
497,497,GustavoMHierro,RT @javierlanari: Los militantes K hacen vigilia frente al departamento de Cristina en Recoleta. Deberían estar frente al Ministerio de Edu…
498,498,carolinabarrabi,"RT @pagina12: ""No van contra ella van contra todo el peronismo"". https://t.co/lGhploHLrV"
499,499,PortalDiarioAR,Cronista | Marchas en apoyo a Cristina Kirchner: ¿Dónde serán las manifestaciones este sábado?… https://t.co/poL3o4bYyC
500,500,slvinaop,RT @drrobertoj: Lean la respuesta del banquero dueño del Banco Finansur a Cristina Kirchner por los millones que tenia en los bolsos José L…
501,501,widowmakkker,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
502,502,biciterrus,RT @GustavoBolivar: —Colombia Humana Buenos Aires—Equipo de trabajo de Cristina Fernández en Buenos Aires. —Entrevista a Juan Sebastián M…
503,503,JmcCalvo,"RT @javierlanari: Cristina dijo que se siente una ""boluda"". Cobra más de $ 4 millones por mes. Cómo se sentirán los millones de jubilados q…"
504,504,OpenMinded40,RT @jjoaquin_I: Pablo Iglesias con la imputada Cristina Kirchner. Tal para cual. https://t.co/08aawA4wz4
505,505,joserftvrionegr,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
506,506,FeinmannLN,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
507,507,mechacorta2015,RT @diegowainstein: Vallar la casa de Cristina cuando se manifiesta el peronismo significa que:Larreta acepta sólo manifestaciones afines…
508,508,Lauggg4,RT @C5N: EN VIVO | Desde RecoletaLlegó la Infantería a la casa de Cristina Kirchner#MarchasPorCristina https://t.co/uvPI0WBGQW
509,509,glosoy1,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
510,510,CeciSolhe,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
511,511,laura_guberman,@teo242629 @OscarParrilli Les guste o no Cristina es patria .Labure toda mi vida y tengo 38 anos y para mí Cristina… https://t.co/3965wUHdu3
512,512,Budijoly,Un Campo de Fuerza Gorila encerrando a Cristina?Estás desesperado @horaciorlarreta.No sabés lo que estás genera… https://t.co/4SSvOnUof2
513,513,republi60766458,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
514,514,cristina_ojitos,RT @DonDerechozo__: Va hilo cuando los que eran oposición lloraban por la compra de aviones nuevos https://t.co/cdNR7JPftS
515,515,Miguel49982565,RT @juanu1524: Hay algo que sólo Cristina y su gobierno pueden darte ella lo llama libertades y derechos pero en realidad lo que te genera…
516,516,flavcz,RT @hernan_mazza: Aviso a todos los vecinos de Recoleta: Un poco de paciencia Cristina pronto se mudará a olivos
517,517,Estefan83662432,RT @piarsan_: Talentosa profesional divertida espontánea: Cristina Porta tu periodista de confi 🤍✨️#YaEsVerano27A #CrisPorta27AG http…
518,518,DanielC69624104,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
519,519,k_apolo_92,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
520,520,turcoclau0711,Operativo de limpieza y vallado en Recoleta después de la vigilia frente a la casa de Cristina Kirchner.… https://t.co/cuk5OAc3rm
521,521,giocalligaris,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
522,522,raulver67849132,RT @lilu_musica: Larreta enserio vallaste la cuadra de Cristina? No vas a poder parar al Peronismo no vas a lograr que el pueblo le demue…
523,523,HeidiAagesen,RT @hernan_mazza: Aviso a todos los vecinos de Recoleta: Un poco de paciencia Cristina pronto se mudará a olivos
524,524,alessoa14,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
525,525,RidaPeralta,@G1965Laura @CFKArgentina @alferdez @SergioMassa por una Argentina verdaderamente libre y soberana. Pero esa no ser… https://t.co/OnN8megTpB
526,526,josl_figueroa,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
527,527,mmaherrera,"RT @JMilei: ""Cristina no niega el robo: lo que dice es que los otros también son ladrones"" Javier Milei desde fuera de la grieta sobre la c…"
528,528,ISASUSI123,RT @todonoticias: Macri le respondió a Cristina Kirchner: “Está tan confundida que ahora cree que López fue funcionario mío” https://t.co/0…
529,529,jorgfil,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
530,530,aledoc183,"RT @Lupo55: Los líderes populares son perseguidos por ""la justicia""  Juan Perón tuvo 120 causas judiciales Cristina Kirchner 534 causas. L…"
531,531,Pitoloco2021,RT @rlopezmurphy: Pablo Iglesias tuvo que retirarse de la política después de la colosal paliza que le propinó @IdiazAyuso. Ojalá le haya h…
532,532,HuevoFan3,RT @piarsan_: Cristina viendo los bochornos de la gente: Pues no estamos tan mal los de aquí ¿no?Estáis CUERDÍSIMOS mi vidaaaa 😅#YaEsVer…
533,533,_Cosetti,Despertaron al león | Una reacción popular contra la persecución a Cristina Kirchner que la oposición no calculó… https://t.co/Yu5M87lVhZ
534,534,Adelaid51586055,#CrisPorta27AG Cristina ya terminó su sección hasta el próximo fin de semana. #YaEsVerano27A
535,535,data_diario,🗣️ 👊 @CFKArgentina  compartió una nota de Página/12 que entre otros temas habla sobre los negociados del expresid… https://t.co/d5TUUKps4T
536,536,lupfer69,"RT @javierlanari: Cristina dijo que se siente una ""boluda"". Cobra más de $ 4 millones por mes. Cómo se sentirán los millones de jubilados q…"
537,537,slvinaop,RT @LANACION: Tras las quejas de los vecinos la Ciudad ordenó limpiar los alrededores de la casa de Cristina Kirchner en Recoleta e instal…
538,538,beowoolfgallego,RT @cristinachaca2: Mis hijos con Cristina ahi.Hoy..Llorando me llamaron recien..Una alegría por ellos❤❤✌✌🍀 https://t.co/4XTDUBDrca
539,539,sanjuantv,El kirchnerismo sanjuanino se unió para apoyar a Cristina: mirá quienes estuvieron https://t.co/8ukOMJSaRm
540,540,fraga_carmela,RT @DollyEnfurecida: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
541,541,GianniniSB,RT @cristinachaca2: Mis hijos con Cristina ahi.Hoy..Llorando me llamaron recien..Una alegría por ellos❤❤✌✌🍀 https://t.co/4XTDUBDrca
542,542,pelusaroma,RT @BonelliOK: #Encuesta 📢¿Por qué creés que la justicia⚖️🏛puede condenar a Cristina Kirchner por corrupción?🤔
543,543,jorgl86,RT @soyladeltango: Para qué ponen vallas en la casa de Cristina? Es lógico que la gente se va a ir allá les está saliendo al revés burros
544,544,inesrori,@jramospadilla A Cristina que la defiendan sus  abogados la tienen muy dificil  ! ! ! El pueblo te cuento un 80% la cree culpable ! ! ! 
545,545,carolinabarrabi,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
546,546,yago_023,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
547,547,luci46cic,RT @JonatanViale: 👊🏻 Robó vacunas👊🏻 Hizo fiestas en la cuarentena👊🏻 Generó 200% de inflación👊🏻 Cerró las escuelas👊🏻 Insultó al pueblo…
548,548,ChoroMunafo,RT @CarlosEguiaUno: ¿De verdad el kirchnerismo cree que metiendo 1 millón de personas en la calle van a impedir que Cristina sea condenada…
549,549,Marianopintos14,#TodosConCristina Larreta envio 35 moviles de la policia de la ciudad y a la infanteria a la marcha en favor a Cri… https://t.co/DbpZbkb9uS
550,550,macsii14,RT @pia_dmn: La declaración de Cristina con la voz de Moria Casán 🛐🛐🛐 https://t.co/Vie30Xp2c0
551,551,Tigre882,RT @DanannOficial: Buen día; avísenles a los kirchneristas que dados los acontecimientos de público conocimiento no es el mejor momento p…
552,552,Charly93104975,Para cuando el album de figuritas de Cristina?#TodosARecoleta https://t.co/5v1eyqF1RN
553,553,Fernand63040565,Con todas las pruebas que hay por qué no la meten presa ya a Cristina?Porque la justicia es un circo.
554,554,kortalabocha,¿O acaso los vehículos que trasladan a Cristina y a su custodia personal van a tener que parar y bajarse para corre… https://t.co/mMGgo4jL15
555,555,mabelgarcia_23,RT @ElCara333: Abro hilo por si me cierra la cuenta twitter o me difama Alberto Mayra Cristina o Máximo . Fui con familiares a hacer la d…
556,556,alberb11,@p_justicialista @CFKArgentina Yo te dejo la mía.....TODOS PRESOS CON CRISTINA.
557,557,LuisRCastrooo,Bancamos a Cristina cuidamos nuestra democracia nuestra libertad.La justicia siempre emana del pueblo… https://t.co/6KmRNloQ7X
558,558,BONAUDO49,RT @Guadi_Pelosista: Le sacaron a Salud $51 millones y a la producción más de $70 millones. Destruyen al país solamente para salvar a Crist…
559,559,Silfernandez201,@varelacl @PatoBullrich Como dijo una señora en la casa de Cristina: q nos lleven a todos presos😉
560,560,jorspi5,RT @gimenafuertes: Se fue la Infantería de la ciudad de la casa de Cristina.
561,561,EdithDiaz_08,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
562,562,AlciraNora,"RT @javierlanari: Mañana van a instalar una ""Feria de Economía Popular"" frente al departamento de Cristina. Es por tiempo indeterminado. Hi…"
563,563,DiegoNtvg1,RT @1amal_vi: El jefe de gobierno le había dicho a Cristina que no sea violenta pero acá está la violencia que ejerce él sobre el pueblo q…
564,564,Kuky97271890,RT @claudiosavoia: Cristina cristiniza al peronismo mientras el gobierno se descompone - Los dirigentes del oficialismo en modo electoral…
565,565,Graciel92110722,Yo después del Pque. Chacabuco me voy a tomar café a lo de Cristina #delasplazasajuncal https://t.co/5IrC7sP97q
566,566,mabi4237,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
567,567,1solmartinez,✌️🏼Todos con Cristina: las plazas en las que se reúne el peronismo! https://t.co/BlPO4f6lxo #DeLasPlazasAJuncal… https://t.co/Ca0Qhh9liT
568,568,CinthiaDpp,"RT @javierlanari: Mañana van a instalar una ""Feria de Economía Popular"" frente al departamento de Cristina. Es por tiempo indeterminado. Hi…"
569,569,HuevoFan3,RT @Kaos79its: Nos sumamos al deseo de Ya es Verano por ver a Cristina. Gracias por cuidarla y quererla tanto 😍#CrisPorta27AG #YaEsVerano…
570,570,daniiela78_17,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
571,571,LoreArau,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
572,572,Lurujaer_,Va a la marcha a favor de Cristina a hablar de las conquistas de Néstor. Jajajajaja
573,573,A24COM,"Juntos por el Cambio denunció a Alberto Fernández y Cristina Kirchner: ""Existe un plan de impunidad"" https://t.co/CnFu7xRZpj"
574,574,rodriguezsaez1,RT @ClaudiaPizarro: Tras 40 años calle Batallón Chacabuco será de hormigón armado. El testimonio de Cristina es claro: Fue una de las mile…
575,575,aleullua,"RT @claudiosavoia: ""Que Cristina mande a leer la Constitución es como si un preso te mande a leer el Código Penal"" dice #ahora el abogado…"
576,576,piquikiki1,RT @FerIglesias: Casi todos los principales jerarcas peronistas -Perón Evita Jauretche Cámpora Cooke Néstor Cristina- vivieron en Rec…
577,577,Gabriel_anti_k,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
578,578,JesicaSandra,RT @patriciajaniot: Al presidente de Argentina se le olvidó un principio fundamental en una democracia: los poderes son independientes. Des…
579,579,TeresaDines,RT @mrgr2011: 🤔😏👇👇¡Nunca fue peronista ahora usa al PJ para salvarse de las causas que los involucran a él y a la madre https://t.co/6sg6M…
580,580,marpilcor,RT @RosaDel51373955: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
581,581,Manuel22Araujo,RT @VTVcanal8: Argentina denuncia el papel de EE.UU. en la persecución contra la vicepresidenta Cristina Fernández#PuebloConscienteSiempr…
582,582,ElRayoEnElOjo,RT @hernan_mazza: Aviso a todos los vecinos de Recoleta: Un poco de paciencia Cristina pronto se mudará a olivos
583,583,sarandre1234,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
584,584,AlciraNora,RT @CarlosEguiaUno: ¿De verdad el kirchnerismo cree que metiendo 1 millón de personas en la calle van a impedir que Cristina sea condenada…
585,585,FernandojGh,"RT @DigerardoOscar: Vallaron la casa de Cristina.Ya es hora de aplicar la frase del General ""al amigohttps://t.co/2rTj8lO40Q enemigo.."" h…"
586,586,vaquero_gonza,RT @RosaDel51373955: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
587,587,flavia_delmas_,RT @EstelaEDiaz: 1. Feministas de distintos lugares del mundo manifestamos nuestro apoyo decidido y solidario a la compañera Cristina Ferná…
588,588,turntoMADRE_,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Me encanta ver a Cristina en la pantalla es la mejor periodista y la mejor colaboradora 😍 http…
589,589,lulivala,RT @Unhar5: No podemos dejar q Larreta no nos dejen abrazar a Cristina y sin ninguna violencia d nuestra parte si lo dejamos q esté pelado…
590,590,Canedo,RT @dilmabr: Receba meu apoio e meu carinho companheira Cristina Kirchner. O povo argentino e o povo latino americano estarão ao seu lado…
591,591,ViniDeLaurentis,@VenancioCaro @babyelloco Jueces macristas? De los 9:Menem (1): Servini.Kirchner (3): Ercolini Lijo Rafecas.… https://t.co/IqPxP7yzsO
592,592,LanderReyes9,RT @Matas92923614: Seguimos creyendo y defendiendo a Cristina Fernández de Kirchner desde #Cuba #CristinaNoSeToca @Conavil_ECM https://t.c…
593,593,Facund0Villegas,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
594,594,lanoticia1,La ministra de mujeres apuntó contra la “descarada persecución de la que Cristina Fernández está siendo objeto” https://t.co/k2cYkLyWaF
595,595,guadalu80945367,RT @piarsan_: Talentosa profesional divertida espontánea: Cristina Porta tu periodista de confi 🤍✨️#YaEsVerano27A #CrisPorta27AG http…
596,596,miguel_ron,RT @andahazi: La agencia oficial Télam confirmó que Finansud el banco del que según Cristina salió parte del dinero de los bolsos de López…
597,597,lilygabet,RT @MaximoKirchner_: ¡Hoy a las 15 hs #TodosAParqueLezama! A Cristina la defiende el pueblo 🇦🇷☀️ https://t.co/9nqOIv9t4e
598,598,Edumaldo4,"RT @LuisGasulla: Estación Lanús. 15 matones amenazando con hacer ""quilombo si la tocan a Cristina"" ante la indiferencia de los trabajadores…"
599,599,LIDELAFU,RT @Budijoly: @florenciarietto @CFKArgentina El fiscal Luciani unió al peronismo y postuló a Cristina.Ahora ya es campaña permanente en t…
600,600,antioclocracia,Los militantes K hacian vigilia frente al departamento de Cristina en Recoleta y cantaban que no nos iba a dar la N… https://t.co/CdeVJC3gAC
601,601,Gualberto1962,RT @GiralMery: #TodosConCristinaNo es de acero Cristina.Es de Yerba Mate d hoja d Coca d roca andina y d pampero y d quebracho y algarr…
602,602,marcelatrupan,RT @ClaudiaPizarro: Tras 40 años calle Batallón Chacabuco será de hormigón armado. El testimonio de Cristina es claro: Fue una de las mile…
603,603,AUGUSTOSBATO,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
604,604,CARCA_2014,"@alferdez ""Un Intendente"" tienen sitiada a la Vice Presidente del Pais date cuenta INUTILSaca las vallas de la pu… https://t.co/R7bnvAxHI0"
605,605,silvia_frade,Que no apoyas lo que es justo.  Como apoyas los duchos de Fernández con... ojo no sea que Luciani tome la misma dec… https://t.co/5EjubswSCK
606,606,LibertadSusan,RT @hamaxx1: El poder no se cede ni se entrega. Se ARREBATA.Y eso es lo que estas sintiendo en carne propia Cristina.Se te acaba la cuerd…
607,607,cristina_whoo,RT @christiandiabb: Uno twittea y a veces los tweets no son para nadie relájense.
608,608,ROSA580719554,@LuciaPortos @larroqueandres QUIÉN ES ESTA  DE CAMISA ROJA..??? LA OCULTA..???CRISTINA tramposa...&gt;??? Cristina me… https://t.co/wWjiV0YuEA
609,609,PastoreCristian,RT @marcelopueIIaok: Hoy las manifestaciones de apoyo a Cristina iban a ser solamente en plazas pero por culpa de la provocación de las va…
610,610,tezazon,RT @Angie16Nutto: Chee @horaciorlarreta asi que cerraste con vallas las esquinas de la casa de Cristina para impedir que se junten los mil…
611,611,MonteiroMauroo,"El gobierno porteño valló la casa de Cristina para que Recoleta ""recupere tranquilidad"" https://t.co/G8r9NjtXof"
612,612,bgrojo,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
613,613,tigerman099,RT @babyelloco: Subí el volumen y dale RT.  Escucha lo que cuenta Baby. El que dice “La plata que nos chorreamos” Es el custodio de confian…
