,Unnamed: 0,Usuario,Tweet
2552,2552,JavierCasci,#DeLaPlazaAJuncal SITIARON A CRISTINA .GENDARMES EN PLAZA VICENTE LOPEZ ..CARROS DE ASALTOS EN LA PUERTA DE LA CAS… https://t.co/crLHvRSo37
2553,2553,martinezgrey17,RT @piarsan_: Talentosa profesional divertida espontánea: Cristina Porta tu periodista de confi 🤍✨️#YaEsVerano27A #CrisPorta27AG http…
2554,2554,bertero_ricardo,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
2555,2555,gsfern,"Las madres siempre enseñaron. No se puede estar en la esquina de Cristina...se acuerdan del ""caminen"" a dar  la vue… https://t.co/LFcJPUw1CX"
2556,2556,marcelo10704900,RT @andahazi: La agencia oficial Télam confirmó que Finansud el banco del que según Cristina salió parte del dinero de los bolsos de López…
2557,2557,FreddyC26440711,"RT @abrilcba_: Camus decía que a ""la peste se la combate con decencia"". A los militantes de Cristina con camiones hidrante de agua con jabó…"
2558,2558,Lernadeis,RT @VozMediaUSA: Ted Cruz pide que se prohíba a Cristina Fernández de Kirchner la entrada en EEUU.📌 | El senador pide sancionar a la vice…
2559,2559,Rosario28094393,RT @MartnPeiretti1: 🟥⛔️⚠️ ¿Estás nervioso Larreta?. El amor de un pueblo hacia su máxima representante no se termina porque pongas vallas f…
2560,2560,carminaovargas,RT @TheEconomist: Cristina Fernández de Kirchner a former president is accused of corruption https://t.co/P3cTbazS4R
2561,2561,migrifra,RT @contrainfoTW: BLOQUEAR EL ACCESO AL FRENTE DE LA CASA DE CRISTINA...No se cansan de demostrar que son cobardes impotentes y frustrado…
2562,2562,MauricioFormar1,RT @SalaEdgardo: La Pampa abraza a Cristinamañana 18 hsen el parque Oliver de Santa Rosa#TodosConCristina❤ https://t.co/fbm3DEKt69
2563,2563,aurorab933,RT @ariasborque: Pablo Iglesias Cristina Fernández de Kirchner y el arte de destrozar países... https://t.co/9TlSJYW78b
2564,2564,Fernando_Torrjr,RT @ClaudiaPizarro: Tras 40 años calle Batallón Chacabuco será de hormigón armado. El testimonio de Cristina es claro: Fue una de las mile…
2565,2565,Rosagautopared2,"RT @alecrivisqui: EL LAWFARE DESDE FACUNDO QUIROGA A CRISTINAEl Método de como el ""Poder Real"" ósea un grupo dinástico de contrabandistas…"
2566,2566,jesuscobar1,RT @HPRecalde: Creo que por las afirmaciones injuriosas de el Senador norteamericano Ted Cruz y del Diputado brasileño Eduardo Bolsonaro…
2567,2567,Guille_66ok,RT @romerodiario: Seguimos bancando a Cristina este Viernes 26 a partir de las 20:00hs en Juncal y Uruguay. Y mañana sábado 27 en las pla…
2568,2568,betodandy33,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
2569,2569,Nicopela12,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
2570,2570,ulrica4370,Compañeros...a las vallas a cantar cristina presidenta hasta q se caigan los edificios
2571,2571,ElPeronLiberal,@LukyGerez77 @natacha75a Ojo que estos se lavan las manos el peronismo es negacionista:“Perón no fue golpista”… https://t.co/vml9z3gtzZ
2572,2572,Miyiva,RT @MonicaLazarte1: C5Nestor dice que en Tucumán hay marcha para Cristina. Es mentira. Ni los canales de aqui la mencionan.
2573,2573,AnaTorr65315508,RT @DruidBloggerOK: ¿Por qué no blanqueás que sos filokirchnerista @ManesF ?Así empezaron algunos radicales tales como -pero sin limitars…
2574,2574,Juanjosetwitero,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
2575,2575,MarcosB2030,RT @LaCampora_CABA: Vallas donde vayas... Esta es la Policía de Larreta.A Cristina la defiende el pueblo.#TodosConCristina https://t.co/…
2576,2576,DeliaVerdu,RT @claudiosavoia: “Los dichos del presidente perturban la tarea de los fiscales: cargó a Luciani con la eventual suerte que tuvo Nisman. ¿…
2577,2577,virulanita_,RT @LuciaPortos: A de aguante CristinaB de banco a CristinaC de CristinaD de dale CristinaE de enorme Cristina F de faaaa CristinaG d…
2578,2578,Bienzo1412,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Mis amores Portistas atención Mañana tenemos un Progama especial en you tube a las 22 horas ha…
2579,2579,Guille_66ok,RT @UnAmigoOk: Además de Cristina Necesitamos 4 o 5 @rodotailhade  y Argentina Despega como un cohete..
2580,2580,RigacciRomina,RT @EleSpn2: El intendente de CABA pone vallas alrededor de la casa de Cristina. Así gobernó Macri tb con vallas. Deben tener miedo que no…
2581,2581,JuanMarinoTPR,RT @HPRecalde: Creo que por las afirmaciones injuriosas de el Senador norteamericano Ted Cruz y del Diputado brasileño Eduardo Bolsonaro…
2582,2582,CagonGorila,"RT @Ojo_Kritico: 🚨Fernando Iglesias: ""No me digan más que el peronismo es distinto al kirchnerismo porque todos bancan a la corrupta de Cri…"
2583,2583,MMbatalla,RT @AgenciaElVigia: AHORA | Masiva concentración en Plaza Alsina de #Avellaneda en apoyo a Cristina https://t.co/P8s2aStgkm
2584,2584,mirnacl17,RT @diegoguelar: ERA HORA ! ! ! !  Deberia pedirse el JUICIO POLITICO tambien de Cristina….Su INCONSTITUCIONAL abuso del rango de ViCE P. Como…
2585,2585,CesarRuben33,RT @Lupo55: Cristina un liderazgo inconmovible. Nunca se volvió a los niveles de distribución del ingreso para los trabajadores como en lo…
2586,2586,celebropollo,RT @DollyEnfurecida: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
2587,2587,JorgeRetamar3,RT @JorgeRetamar3: Marcharán este sábado en diferentes puntos de Argentina y el mundo en respaldo a Cristina Fernández - https://t.co/yAQvj…
2588,2588,hours_carlos,@florenciarietto @larroqueandres Alberto que están esperando para frenar la locura de Larreta esto es el gueto de l… https://t.co/mwFfMU1VSp
2589,2589,Indiooo07,RT @nhn07_: Cristina viendo lo que declaró Alberto.https://t.co/qpMnKcb54O
2590,2590,BeaDixit,El vallado que puso Larrata en la casa de Cristina está puesto como provocación para tratar de despertar impulsos… https://t.co/9TF2yfHFoR
2591,2591,JorgeRMaidana,"RT @GustavoPeirano1: ""TEMO POR LA SEGURIDAD DE CRISTINA LA POLICIA DE LARRETA NO NOS DEJA PASAR Y TIENE SITIADA A CRISTINA ESTA ES UNA AFR…"
2592,2592,Wallys90,RT @ClaudiaPizarro: Tras 40 años calle Batallón Chacabuco será de hormigón armado. El testimonio de Cristina es claro: Fue una de las mile…
2593,2593,MarMason04,RT @chech0batista: #SacaLasVallasLarreta Provocación : Vallaron la casa de #CFK@horaciorlarreta. Provoca #TodosConCFK https://t.co/…
2594,2594,nat_graciela,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
2595,2595,CarricartNoemi,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
2596,2596,antoniogiangro5,RT @GustavoPeirano1: LARRETA ESTA ATENTANDO CONTRA CRISTINA LA AISLO Y LA SITIO TEMO POR SU SEGURIDADANDRES LARROQUE https://t.co/g6SFuO…
2597,2597,prodigiorg,RT @mavica81: Macri le respondió a Cristina Kirchner: “Está tan confundida que ahora cree que López fue funcionario mío”
2598,2598,MaribelLim,RT @anabel_hzl: Cristina jajajaPero por que tanto bombero? Se está quemando algo! ?🤣🤣🤣🤣 #CrisPorta27Ag #YaEsVerano27A
2599,2599,Josmarapatio,RT @boye_g: Una buena descripción de cómo opera la Lawfarehttps://t.co/cGxuwhOj3j
2600,2600,nico_park,RT @indignadoxd: Los Kumpas están enfurecidos con estos videos porque dije que están convirtiendo la zona de la casa de Cristina es una Gra…
2601,2601,Alicia05197079,RT @Mileinnials: .@JMilei: ''Si se comprueba todo Cristina tiene que ir presa. Cuando ella empieza a hablar en ningún momento niega los ro…
2602,2602,BlanqueJavier,RT @LaCampora_CABA: Vallas donde vayas... Esta es la Policía de Larreta.A Cristina la defiende el pueblo.#TodosConCristina https://t.co/…
2603,2603,CrisMagnano,RT @PERIODlSTAPERON: Así amaneció hoy la zona de Juncal y Uruguay. Así piensa frenar Larreta las muestras de apoyo a Cristina. 70 años de a…
2604,2604,ari2271,RT @Walterk17583836: Vamos todos con Cristina❤ https://t.co/eqXZx4rsl8
2605,2605,marricce,RT @sandra_mv12: Mandaron tanta policía para asustarnos y que no vayamos más a darle todo nuestro apoyo a CRISTINA NOS ESTÁN PROVOCANDO
2606,2606,DelaEmiliano,RT @Kichi25M: Han vallado las cercanías del domicilio de Cristina. Demuestran estar muy nerviosos. Ahora no hay simulación posible con su…
2607,2607,4Caliban,RT @AndaluciaSinVOX: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
2608,2608,ndc316,@MendozaPost Creo que es obvio lo que pasa aquí. Mauricio Macri de alguna manera logró obligar a Cristina a qué rob… https://t.co/sAK85gocLo
2609,2609,Mayka__67,RT @VozMediaUSA: Ted Cruz pide que se prohíba a Cristina Fernández de Kirchner la entrada en EEUU.📌 | El senador pide sancionar a la vice…
2610,2610,Diki102021,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Deseando que salga Cristina 😍😍😍 https://t.co/niHY0hbwER
2611,2611,Luisagordillo61,"RT @LuisGasulla: La fidelidad con Gioja se debe porque era el ""facilitador"" a acceder a Cristina en previa a actos políticos en el interior…"
2612,2612,N0Hernandez,RT @rlopezmurphy: Amenazar a un Fiscal de la Nación burlarse del Estado de Derecho y pisotear la República en nombre de Cristina Kirchner…
2613,2613,GastonBruffau,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
2614,2614,FabianFerrante,@Anis91317 @HoracioCabak Alberto y Cristina hicieron un gobierno malo con un año y medio de pandemia en el medio.… https://t.co/0iJZ8W89QV
2615,2615,msala69,RT @AgenciaElVigia: AHORA | Comienzan a llegar los primeros manifestantes para apoyar a Cristina en Plaza Alsina de #Avellaneda https://t.c…
2616,2616,Jordakneo,"RT @claudiosavoia: ""Que Cristina mande a leer la Constitución es como si un preso te mande a leer el Código Penal"" dice #ahora el abogado…"
2617,2617,fpefaur,RT @fuerzacole: • Hoy más que nunca todxs a Parque Lezama 15hs. A Cristina la defiende el pueblo 💜 https://t.co/xQ2UVRY9Ee
2618,2618,DELISABE,@larroqueandres @horaciorlarreta Una provocación tratar de alejar a la militancia de su lider limitando la libre ci… https://t.co/i4FaNPxMCq
2619,2619,amsisti,RT @BettyRaiter: @Lupo55 Pensaron que se sacaban de encima a un cuadrazo político y mirá. Lo que hizo Amado se recuerda  se valora y se lo…
2620,2620,cybergaucho21,RT @loderaulo: Larroque dice que Cristina está sitiada.
2621,2621,0001Cecilia,RT @GorilaElecto: Che kumpa. Venis de marchar de Puerto Madero por  Boudou a Recoleta por Cristina . Ninguno de tus jefes viven La Matanza…
2622,2622,aurorab933,RT @clubdeviernes: Griñán recibe la vista de Alfonso Guerra en su casa de Sevilla.Ay no que el nivel es peor.. Cristina Kichner recibe a…
2623,2623,nickjoin,RT @ProArgentinos: En #USA apoyan la causa. 👏👏👏#Justiciaocorrupcionhttps://t.co/baoqdd9HYh https://t.co/BwbFocp7wM
2624,2624,Emirigh,RT @diegowainstein: Vallar la casa de Cristina cuando se manifiesta el peronismo significa que:Larreta acepta sólo manifestaciones afines…
2625,2625,Anaemirodriguez,RT @gimenafuertes: AHORA @horaciorlarreta mandó a la Infantería a la casa de Cristina y rodearon la manzana entera.
2626,2626,Diki102021,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG Cristina la mejor del programa 😍 https://t.co/nZR9iPuWDC
2627,2627,gagasmico,"RT @javierlanari: Cristina dijo que se siente una ""boluda"". Cobra más de $ 4 millones por mes. Cómo se sentirán los millones de jubilados q…"
2628,2628,Mabela27537414,RT @PatoBullrich: Con diputados nacionales presentamos en Tribunales una denuncia criminal contra el presidente Alberto Fernández la vicep…
2629,2629,pimpocampok,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
2630,2630,Miguelo12241583,@jramospadilla Jajajaaaa  Jajajaaaa  #CFKLadronaDeLaNacionArgentina  sin palabras. Les encanta  la mugre los pobre… https://t.co/HPBsjkK6N7
2631,2631,mariacardoso111,@claudiosavoia @Rivadavia630 Como confunden! !  Cristina no está condenada! ! !  Enterate! ! 
2632,2632,IFwrnandez,RT @DollyEnfurecida: Cristina Gómez la concejala de Vox que acosaba a los hijos de Iglesias acusada de consumir drogas delante de los suy…
2633,2633,Erik32480523,RT @PerezEyler: Presidentes latinoamericanos respaldan a Cristina Fernández.Los mandatarios denuncian las malas prácticas procesales que b…
2634,2634,zcplank,RT @p_justicialista: Dejá tu mensaje de apoyo a la compañera Cristina ✌️#TodosConCristina https://t.co/H4RhR9ZOsh
2635,2635,victorsaragon61,RT @GustavoPeirano1: LARRETA ESTA ATENTANDO CONTRA CRISTINA LA AISLO Y LA SITIO TEMO POR SU SEGURIDADANDRES LARROQUE https://t.co/g6SFuO…
2636,2636,MaribelLim,RT @piarsan_: Talentosa profesional divertida espontánea: Cristina Porta tu periodista de confi 🤍✨️#YaEsVerano27A #CrisPorta27AG http…
2637,2637,Claudio86455691,@Ariela36034580 @florenciarietto @larroqueandres CRISTINA YAAAA ! ! ! 
2638,2638,charo_pv01,"RT @leanfleischer: Mi nota en @VozMediaUSA sobre la corrupción de Cristina y su ""defensa"". Que Macri que Magnetto que bla bla bla. Pero…"
2639,2639,sebahulton,La mugre que dejaron en la zona de la casa de Cristina es producto de que son así de mugrientos y sus pensamientos… https://t.co/vCy8pTD01W
2640,2640,martinadaro1,"#RaúlRizzo:""#Cristina está al nivel de Evita y Perón"" https://t.co/yzhwdn9s4x"
2641,2641,Viviana18811702,RT @ProArgentinos: En #USA apoyan la causa. 👏👏👏#Justiciaocorrupcionhttps://t.co/baoqdd9HYh https://t.co/BwbFocp7wM
2642,2642,P2Silvia,RT @FurmanElias: Insólito: Sindicalistas no descartan realizar un paro de actividades como acto de solidaridad a la corrupta Cristina Ferná…
2643,2643,JuanRes13017962,RT @RevistaSemana: El Control a Cristina Fernández de Kirchner y a “una corrupta reencarnación“. #ElControl  https://t.co/woeJoDbFZm
2644,2644,pulgas_pocas,RT @pulgas_pocas: @productortano @Caperusoto Pero Alberto y Aníbalno pueden garantizar la libre circulación del.pueblo.y Cristina no enti…
2645,2645,Cristin82943878,RT @AcostashowJuan: Cristina andate de juncal y uruguay deja a los vecinos tranquilos bueno andate de bs as bueno si queres andate de la…
2646,2646,EstebankEsteban,RT @EleSpn2: El intendente de CABA pone vallas alrededor de la casa de Cristina. Así gobernó Macri tb con vallas. Deben tener miedo que no…
2647,2647,AdrianB81250297,"RT @AgenciaElVigia: El ministro @larroqueandres mostró fotos del operativo de vallado alrededor de la casa de Cristina y preguntó: ""Qué te…"
2648,2648,AdrianB81250297,RT @Clorobles2: ⚠️Y el derecho constitucional a circular libremente⁉️Larreta ordenó la colocación de vallas en las inmediaciones de Urugu…
2649,2649,Verbo99396329,RT @LaEntrerriana10: Atención vecinos de Recoleta mañana la gente que está apoyando a Cristina realizará una feria quien sabe por cuánt…
2650,2650,davisosa7777777,RT @EstelaEDiaz: 1. Feministas de distintos lugares del mundo manifestamos nuestro apoyo decidido y solidario a la compañera Cristina Ferná…
2651,2651,primeromeamo,"RT @literlandweb1: ""Con el dolor podemos hacer dos cosas: convertirlo en odio en rencor o elaborarlo sublimarlo y convertirlo en crecimi…"
2652,2652,bay_claudio,RT @Albor_Adrian: Tenemos que aprender: si hubiéramos reaccionado así cuando privaron ilegítimamente de la libertad a Milagro a Amado a @…
2653,2653,ballatorech,RT @AlePeronista: NO ENTENDISTE NADA PELADO FASCISTA! ! EL AMOR POR CRISTINA NO SE PARA CON VALLAS.#SacáLasVallasLarreta #ALaCallePorCri…
2654,2654,Bealau2,RT @679Evolucion: EL CONMOVEDOR MENSAJE DE WHATSAPP DE CRISTINA A UN MILITANTE https://t.co/gE3PfJ32It
2655,2655,beatriz_bordon,RT @Charly93104975: @CFKArgentina @pagina12 Aunque me valles la esquinasigo a muerte con Cristina🎶🎶🎶#SacáLasVallasLarreta https://t.co/A…
2656,2656,AdrianB81250297,RT @alicfka: Cristina presidenta 2023 🎶🎶🎶🎶🎶🎶🎶🎶🎶
2657,2657,MrAndersonOk,RT @juanu1524: Hay algo que sólo Cristina y su gobierno pueden darte ella lo llama libertades y derechos pero en realidad lo que te genera…
2658,2658,tinchouranga1,"RT @AgenciaElVigia: El ministro @larroqueandres mostró fotos del operativo de vallado alrededor de la casa de Cristina y preguntó: ""Qué te…"
2659,2659,pabloarielcard1,RT @Adrian_Grana: ✌️ No hay vallas que puedan separar a Cristina del pueblo. 👉 Nos vemos en Juncal y Uruguay https://t.co/caBZ7yuNm9
2660,2660,Marisa_del_63,RT @GuimonacoOk: En rojo el esquema de vallas que van a tener que proponer para impedir las manifestaciones de apoyo a Cristina#SacaLasV…
2661,2661,Rosario28094393,RT @Lule1825: Larrata esta buscando su muerto para lanzarse como candidato como contra figura de Cristina. Todos tienen que parar esta l…
2662,2662,jesuscobar1,"RT @C5N: 💖Cristina Kirchner tras llegar a su casa en Recoleta le firmó el libro a @LautaroMaislin con un emotivo mensaje: ""Para Lautaro co…"
2663,2663,eduardoguille,RT @1amal_vi: Quieren generar un escenario de violencia pero el pueblo no es violento. Quieren que no podamos llegar a Cristina que no po…
2664,2664,leojavi2,RT @LanataPPT: No es amor: Militantes kirchneristas abandonaron Juncal y Uruguay antes de que llegue la lluvia. Prometían dar la vida por C…
2665,2665,martalalocabis1,"RT @eldestape_radio: 💬 ""El Tribunal siempre inclina la balanza en favor de los acusadores"" Carlos Beraldi abogado de Cristina en #QuéMeCo…"
2666,2666,JorgeRetamar3,RT @JorgeRetamar3: Peronismo argentino mantiene vigilias en apoyo a vicepresidenta - https://t.co/YM4p9ta9lu via @shareaholic
2667,2667,normarandrada,"RT @laruedanoticias: 🟣 Ahora / ANDRÉS LARROQUE: ""Esto es una detención de hecho (por Cristina). Hablé con ella y estaba sorprendida pq esto…"
2668,2668,ezcontraelmundo,@ScholJonathan @NavalInstitute Nooooo estás equivocadísimo pero perdido en el desierto de equivocado eh.La cazá… https://t.co/SB9kQEq4Hx
2669,2669,CrisMagnano,"RT @marcelopueIIaok: Como hizo cada fiesta patria en los 4 años de mandato de Macri el PRO encontró la ""solución"" para que el pueblo no se…"
2670,2670,pulgas_pocas,@productortano @Caperusoto Pero Alberto y Aníbalno pueden garantizar la libre circulación del.pueblo.y Cristina n… https://t.co/AgzXF2lHB4
2671,2671,MarlivoMarili,"RT @Ojo_Kritico: 🚨Fernando Iglesias: ""No me digan más que el peronismo es distinto al kirchnerismo porque todos bancan a la corrupta de Cri…"
2672,2672,elzeideGBK,@NorafgDog @larroqueandres @horaciorlarreta Aviso a todos los vecinos de Recoleta: Un poco de paciencia Cristina p… https://t.co/9dGW2qF1MP
2673,2673,MariaEs16984861,RT @FerIglesias: Casi todos los principales jerarcas peronistas -Perón Evita Jauretche Cámpora Cooke Néstor Cristina- vivieron en Rec…
2674,2674,PazDaz14,RT @EternoRebelde5: Denuncia canciller de #Argentina intereses norteamericanos en la campaña de persecución en contra de la Vicepresidenta…
2675,2675,tromen_p,"Boludo ""la proscripción en 2019"" Cristina estaba ahí en la boleta que todos pusimos es vicepresidenta."
2676,2676,AlbertCarp4,O sea que Máximo Kirchner dice no conocer a Lázaro Báez. Pero por otro lado  Lázaro Báez parece conocerlos muy bi… https://t.co/Rp8VJr3lI8
2677,2677,carballogabita,RT @mavica81: Macri le respondió a Cristina Kirchner: “Está tan confundida que ahora cree que López fue funcionario mío”
2678,2678,lulupopi21,RT @mavica81: Tras las miles de quejas de los vecinos la Ciudad ordenó limpiar los alrededores de la casa de Cristina Kirchner en Recoleta…
2679,2679,FMVM19,RT @VozMediaUSA: La vicepresidente argentina podría recibir una dura condena por cargos de corrupción. Cristina sólo hace una defensa polít…
2680,2680,PaulaRo71166433,RT @hstornelli: A los vecinos de Recoleta les pedimos perdón por las molestias. Cristina pronto se trasladará a Olivos https://t.co/kkel7ns…
2681,2681,ariana_1972,RT @AgenciaTelam: El gobierno porteño dispuso un vallado perimetral en la casa de la Vicepresidenta https://t.co/1fRTQJYkQc
2682,2682,SelvaDiaz2,RT @Guadi_Pelosista: Le sacaron a Salud $51 millones y a la producción más de $70 millones. Destruyen al país solamente para salvar a Crist…
2683,2683,GuillermoLanzi3,"RT @Clorobles2: ✌🏼✌🏼Máximo Kirchner: “A Cristina la defienden porque siempre pulseó a favor de la gente"" https://t.co/WB8g9Vz41G"
2684,2684,lulivala,RT @SergioChouza: ¿Y si hacemos una movilización épica y nos dejamos de joder?Nuestro mejor lugar es la calle; no el palacio.https://t.…
2685,2685,Luula_Garcia98,RT @ProfetaArgen: Cristina está metiendo más fechas que Coldplay
2686,2686,Mara23709403,RT @MartnPeiretti1: 🟥⛔️⚠️ ¿Estás nervioso Larreta?. El amor de un pueblo hacia su máxima representante no se termina porque pongas vallas f…
2687,2687,amparoneptuno,RT @VozMediaUSA: Ted Cruz pide que se prohíba a Cristina Fernández de Kirchner la entrada en EEUU.📌 | El senador pide sancionar a la vice…
2688,2688,LaLolalaaa,RT @atlanticsurff: Paso a decirles que esta horda de parásitos que está en la puerta de la casa de Cristina no dejaron que pase una ambulan…
2689,2689,HMansini,LLEGARON MÁS “ CABEZAS DE LATA “ A LA CASA DE CRISTINA .. 😀 https://t.co/YG2ycJOD37
2690,2690,lafandaitana,@criistipiinii cristina no estoy de humor y no puedo hablar amablemente hoy me ha pasado una cosa que te cagarías en las bragas
2691,2691,Arnaldo40523026,RT @canitoquepaso: Mientras se intentaba instalar a Cristina como “víctima”  Alberto puso en ese lugar al fiscal Luciani y reflotó el caso…
2692,2692,Bienzo1412,RT @FeroSouto: #YaEsVerano27A #CrisPorta27AG vamos mis queridos Portistas todos con Cristina 😍😍😍 https://t.co/qHUyUPXKsj
2693,2693,slvinaop,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
2694,2694,clauforets,RT @indignadoxd: Resistiendo con aguante dicen Echarri Brancatelli y Dady Brieva. Nos bancamos la lluvia dicen los kumpas. Cayeron 2 gotas…
2695,2695,Sindeuda1,@horaciorlarreta Por mas vallas que pongan no nos van a poder frenar xq Cristina es un MOVIMIENTO! ✌❤
2696,2696,patotricia2022,"RT @Ojo_Kritico: 🚨Fernando Iglesias: ""No me digan más que el peronismo es distinto al kirchnerismo porque todos bancan a la corrupta de Cri…"
2697,2697,AlejandroYoris1,@pagina12 @JorgeAleman1951 A quien van a tener como líder cuando Cristina se muera?.
2698,2698,MaribelLim,RT @chicacadiz: Monísima feliz y disfrutando de lo que hace. Así es CRISTINA PORTA! ! !  #YaEsVerano27A #CrisPorta27AG #CriSol 😘😘😘😘😘😘 https:/…
2699,2699,Jeminol,RT @piarsan_: Talentosa profesional divertida espontánea: Cristina Porta tu periodista de confi 🤍✨️#YaEsVerano27A #CrisPorta27AG http…
2700,2700,eduardoguille,"RT @laruedanoticias: 🟣 Ahora / ANDRÉS LARROQUE: ""Esto es una detención de hecho (por Cristina). Hablé con ella y estaba sorprendida pq esto…"
2701,2701,AnaCe0505,RT @eloisaballivian: Si la tocan a Cristina alto guiso se va a armar.
2702,2702,cristian_cba_19,RT @bgplwk: @Winston_Dunhill Cristina y su camada
2703,2703,LQSomos,RT @RSC2991: El “fusilamiento” de Cristina paso para la alianza electoral exigida por EEUU https://t.co/AvLHCZSzg7
2704,2704,RobertoChineaM,RT @afajardososa: Presidentes latinoamericanos respaldan a Cristina Fernández Los mandatarios denuncian las malas prácticas procesales que…
2705,2705,eumaajho22,RT @piarsan_: Cristina con su sonrisa radiante y guapísima en plató Mi periodista fav 🤍✨️#YaEsVerano27A #CrisPorta27AG https://t.co/78OL…
2706,2706,ArielParadox,RT @gonzaloaziz: UNA VERGÜENZA que ninguna autoridad haga algo con relación al copamiento de la vía pública frente al edificio de Recoleta…
2707,2707,ari2271,RT @buenaonda04: Carros de asaltoCantidad enorme de policíasEstán buscando violenciaNo lo van a lograrel Pueblo ama a Cristina y quiere…
2708,2708,montonerdo,RT @EstelaEDiaz: 1. Feministas de distintos lugares del mundo manifestamos nuestro apoyo decidido y solidario a la compañera Cristina Ferná…
2709,2709,alexa_kramp,RT @atlanticsurff: Así lleno de comida botellas de vinos y latas de Cerveza dejaron la calle Juncal en Recoleta los militantes que apoyan…
2710,2710,Gabylibelula1,RT @AcostashowJuan: Que cristina te mande a leer la constitucion es como que yo te aconseje como manejar un avion yo no soy piloto ella n…
2711,2711,aliciaediaz26,RT @sandra_mv12: No vayamos al juego de ellos LA PLAZA creo que es VICENTE LOPEZ también está rodeada de edificios que va a hacer Larreta v…
2712,2712,JorgeRetamar3,RT @JorgeRetamar3: Argentina denuncia rol de EE.UU. en persecución judicial contra vicepresidenta Cristina Fernández - https://t.co/YsRJVw8…
2713,2713,mariafcastella2,@Pagniok Y con lo de Cristina tapan todo los quilombos que están haciendoVamos gente que cobra están cosas háganlo público
2714,2714,Zulema18547173,@GuimonacoOk Vamos Viva Cristina! ! ! 
2715,2715,cristian_cba_19,RT @bgplwk: Como siempre cristina haciendo un análisis ontológico como el tujes porque ve en la otrosidad del otro la mismisidad de si mis…
2716,2716,AnaTorr65315508,RT @claudiosavoia: Así dejaban las cuadras alrededor de la casa de Cristina sus militantes https://t.co/PX7rAmpWiH
2717,2717,MelisadeOro1,RT @CMonczar: Cristina NO podía ignorar lo que hacían sus ministros y secretarios pero M@cri SI podía ignorar ignorar que la AFI espiaba a…
2718,2718,faraci_silvia,RT @puntoabc: Larreta piensa que va a detener el amor a Cristina con unas vallas. Cayó el muro de Berlín mirá si no van a caer tus vallas…
2719,2719,betodandy33,RT @evangelina88: #SacaLasVallasLarreta                       Estas coartando la libertad de expresión. Libera a Cristina! ! ! 
2720,2720,gabyzeta68,RT @marceloCena: #AHORA: Las organizaciones sociales y políticas que venían realizando la vigilia en la casa de Cristina se autoconvocan e…
2721,2721,Albertobetito4,RT @dalejoalf: @GAlmadeconejita @nubedegoku LA PRÓXIMA CONCENTRACIÓN DEBERÍAMOS HACERLA EN EL DOMICILIO DE RODRÍGUEZ LARRETA DADAS LAS CIR…
2722,2722,MJuliaD5,RT @Alecbascbas: El senador estadounidense Ted Cruz solicitó se prohiba el ingreso de Cristina Kirchner y toda su familia a USA por sus cau…
2723,2723,isabel_quesad,RT @GirautaOficial: En este artículo de Baltasar Garzón el exjuez afirma que “la instrumentación del derecho con fines políticos es una de…
2724,2724,Jordakneo,RT @claudiosavoia: “Los dichos del presidente perturban la tarea de los fiscales: cargó a Luciani con la eventual suerte que tuvo Nisman. ¿…
2725,2725,normarandrada,RT @gimenafuertes: AHORA @horaciorlarreta mandó a la Infantería a la casa de Cristina y rodearon la manzana entera.
2726,2726,Lucas_lso,@clarasoliva_ Parece a Cristina Ricci https://t.co/Ng1yQboMeg
2727,2727,Verbo99396329,RT @GuilleMorroOK: Hay que denunciar a Alberto y Cristina ante los juzgados internacionales organismos de derechos humanos y Naciones Unid…
2728,2728,maxiknop,RT @SergioChouza: ¿Qué pasa Larreta? ¿Estás nervioso? ¿No te gusta el peronismo movilizado en la calle? 😉✌️https://t.co/jTraQj5iUn htt…
